"logFC"	"P.Value"	"adj.P.Val"
"DDX6"	2.7126034845425	0.000850617002800279	0.00524062874446311
"NEDD4L"	3.34859242396601	0.000851021142594924	0.00524062874446311
"ZNF81"	2.65455220033749	0.0008525571537893	0.00524703874323984
"NIBAN2"	2.46285136344705	0.000853679546979164	0.00525089717869134
"TRA2B"	2.55373673883385	0.000855040735749896	0.00525621909366438
"TUT7"	2.80571998575102	0.000855937189785102	0.00525813386368272
"XXYLT1"	2.7687617633105	0.00085634450355882	0.00525813386368272
"CROCCP3"	2.7157809443435	0.000857683047563312	0.00526330338047248
"ZNRF1"	2.94029241728556	0.000859293147988177	0.0052701323972099
"ZNF251"	2.59971246556616	0.000861215185043735	0.00527603648228391
"RPL17"	2.40708230626185	0.000861251473329983	0.00527603648228391
"ZNF568"	2.6975611781669	0.000863504170248429	0.00528432656971803
"UCKL1"	2.49243563799838	0.000863601964403815	0.00528432656971803
"SOCS4"	2.53380240829114	0.000867057747255743	0.00530241085136547
"ZMYM2"	2.88031079840037	0.000869818362878939	0.00531622549584256
"GNB3"	2.52376348705994	0.000871936314184188	0.00532609859234814
"ANP32B"	2.51414635005747	0.000873880617910067	0.0053349002238542
"NOP58"	2.58120189359756	0.000876503099369604	0.00534782950323492
"AGO1"	2.649439703174	0.00087904568147305	0.00535851225443067
"EED"	2.52210311517075	0.000879265220839304	0.00535851225443067
"C3orf62"	2.47826592878381	0.000879909365904455	0.00535935601141116
"PDCL"	2.44514242739773	0.000881797154184637	0.00536776923609924
"LIG3"	2.81648799597148	0.000882571816614472	0.00536940075343294
"ASCL1"	2.37890285382278	0.000884070054671633	0.0053713527480146
"EPB41L4B"	-3.2298053754332	0.000884406252825951	0.0053713527480146
"TBC1D31"	2.6132800787478	0.000884413148262453	0.0053713527480146
"ZNF177"	2.48015122680556	0.000885736428165008	0.00537630851414247
"HNRNPDL"	2.6775650757516	0.000887923358912965	0.00538649785790475
"DUSP12"	2.70636661592807	0.0008909915381249	0.00540201849030188
"KLHL28"	2.79634774963506	0.000892116048392887	0.00540574378551619
"AASS"	2.60258824894714	0.000896253995721188	0.00542771419808751
"ZNF496"	2.86624849516128	0.000900927097595564	0.00545289856100388
"PCDH18"	2.43520330005306	0.000903779593540577	0.00546629301315041
"ZNF883"	2.81005471809451	0.000904171697683777	0.00546629301315041
"GATAD2B"	2.87477018749409	0.000908633729242743	0.00549013697976886
"VAT1"	2.54480867547506	0.000910213128863815	0.00549323002294044
"NEK3"	2.59616633166224	0.00091079258805343	0.00549323002294044
"ZC3H4"	2.6185333689089	0.000911485875642797	0.00549323002294044
"CCNF"	2.9453386417532	0.000911622987543738	0.00549323002294044
"TNRC18"	2.76590723609037	0.000911737272160053	0.00549323002294044
"DDX17"	2.51825533217865	0.000912734773837816	0.00549611541655294
"SNHG6"	2.35094105479541	0.000914601190427724	0.00550260379275702
"ZNF510"	3.00116687023883	0.000914850715497063	0.00550260379275702
"TAF1B"	2.66064590632809	0.000915780614169497	0.00550384763070008
"PPP4C"	2.44973513943238	0.000916096171028019	0.00550384763070008
"PCDHGC4"	3.30271006051641	0.000919307367699379	0.00551752729433514
"CHSY1"	2.37767570643995	0.000919645685587574	0.00551752729433514
"UBTF"	2.63888179485092	0.000919934962171183	0.00551752729433514
"NFXL1"	2.71986918092285	0.000920834917463826	0.00551911110659733
"FGD1"	2.57476325732319	0.000921240568746054	0.00551911110659733
"NRG1"	5.19390765284902	0.00092294373630955	0.00552619080079583
"PLEKHA7"	2.56079520374705	0.000923988604134949	0.0055293231093293
"SNRNP48"	2.64415361563946	0.000924831201091566	0.0055312421383569
"COPB1"	2.61428941958176	0.000925617204725124	0.00553282071950189
"NARS2"	2.70635568411514	0.000927489922335357	0.00554088962621765
"ST18"	3.67565047023125	0.000929652259269803	0.00554757034239806
"ZNF780B"	2.87482141241529	0.000929655116823831	0.00554757034239806
"SLC30A7"	2.60125492257279	0.000932883900166853	0.00556370488124272
"RLF"	2.88607720424609	0.000935128752606618	0.00557341809721135
"VPS37D"	2.50404282937172	0.000936440323265492	0.00557341809721135
"SFRP2"	2.51458129599635	0.000936551247729425	0.00557341809721135
"SIMC1"	2.7922669336557	0.000936616119186018	0.00557341809721135
"IFT140"	2.59006265254532	0.000937156144300435	0.00557350214214142
"SMIM10L2B"	-3.12192278769456	0.000938147827420945	0.00557627070948243
"RBM15"	2.79694405124293	0.000939144895119571	0.00557792990713831
"ZZZ3"	2.6605158732904	0.000939479607873362	0.00557792990713831
"PRKAB2"	2.61829492442305	0.000941371726952461	0.00558603446934053
"SNTA1"	-2.52585217813128	0.000943411967423849	0.00559500841116841
"RPAP2"	2.86354802269014	0.000944393908648765	0.00559769946524587
"GSDMB"	2.40786808941554	0.000944995994727782	0.00559813725663781
"COL9A1"	2.55972499248418	0.00094582365294136	0.00559967079539822
"RPL23AP53"	2.67929475653929	0.000946311605449916	0.00559967079539822
"SETMAR"	2.72392219064918	0.000948001571409067	0.00560654054341143
"KIAA1328"	2.47302390585967	0.000949109427582062	0.00560996191495521
"STK17A"	2.8294528481735	0.000951976199572211	0.00562377021352636
"SEC24A"	2.77059699914363	0.000954717916820128	0.0056368247813146
"LHPP"	-2.3822767385008	0.000957183845743563	0.00564633998888912
"ZKSCAN5"	2.59189572499539	0.000957804815305202	0.00564633998888912
"RPS27A"	2.58271327519534	0.000957927844878528	0.00564633998888912
"ZNF319"	2.46107280211615	0.000961586152937761	0.00566475266750105
"ND5"	-3.26819110549037	0.000966829147285995	0.00568760078283624
"GTF2I"	2.81762423055411	0.000967015493187571	0.00568760078283624
"IREB2"	2.77249493977536	0.000967074599987819	0.00568760078283624
"NAV1"	2.59884119436874	0.000969771858546131	0.00569930591713976
"GAR1"	2.45338128823481	0.000970140392009824	0.00569930591713976
"KMT2C"	2.55777807157044	0.00097116221358057	0.00570214799973789
"KIAA0586"	2.7234940261956	0.000975924712843348	0.00572693804358461
"ACTR5"	2.63090254758434	0.000976752018597444	0.0057286208594885
"ODF2"	2.72226923005719	0.000978283773729507	0.00573443110286798
"RPS12"	2.5130849452532	0.000980530326806317	0.00574182108560191
"QSOX2"	2.71483148952249	0.000980628058590248	0.00574182108560191
"ARID4A"	2.66520907688224	0.000983743054051499	0.00575687956203081
"ZBTB2"	2.54106399522396	0.000985079095286811	0.00576151669528125
"MAZ"	2.54941073452232	0.000986121734791583	0.0057644336157315
"NSD1"	2.84657839730084	0.000988228733516424	0.00577356566582528
"JRK"	2.80400260687475	0.000989932741229172	0.00578033454079712
"ZGLP1"	2.47558839396323	0.000993367697934131	0.0057971976116222
"CAPRIN1"	2.71740094781272	0.000995850142533908	0.00580560450798606
"GEMIN5"	2.59449489046459	0.00099590384936013	0.00580560450798606
"PHF21A"	2.42967291634888	0.000996989974737937	0.0058068937494424
"BAALC"	-2.35399095813353	0.000997220855254309	0.0058068937494424
"RBM27"	2.69844228153898	0.000998949925366997	0.00581179559401905
"PPIEL"	2.526586810235	0.000999159423693404	0.00581179559401905
"JMJD6"	2.56541529466226	0.00100013511308818	0.00581344126415597
"R3HCC1L"	2.62208703463863	0.00100053942874321	0.00581344126415597
"DKC1"	2.59415802707293	0.00100363850827147	0.00582595411485898
"SHTN1"	2.53472646079605	0.00100421259693594	0.00582595411485898
"ING4"	2.55202920060904	0.00100434215586407	0.00582595411485898
"WDR86"	2.42687336833301	0.00100559301290777	0.00583001901028258
"PGLS"	2.40380819519719	0.00100675582089854	0.0058335692672951
"NUP58"	2.65206135084962	0.00100735354587107	0.00583384310335606
"RTF1"	2.7960918118227	0.00100938286320492	0.00584240283137397
"ARHGAP17"	2.40766627255552	0.00101441757640169	0.00586833923291762
"NUP54"	2.61917827853102	0.00101892703096256	0.005891210405969
"RFLNB"	2.65196811631005	0.00102016046242514	0.005895125725617
"NATD1"	2.4741226659431	0.00102079914600458	0.00589560182526243
"LATS2"	2.35916471357933	0.00102316457087883	0.00590604472885286
"BAZ1B"	2.59945764202407	0.00102404309183679	0.00590789803336216
"AKR1A1"	2.46720443868078	0.0010299605200719	0.00593880391279761
"PDXDC2P.NPIPB14P"	2.87382399738355	0.00103388695545361	0.0059533201629534
"ZDHHC13"	2.57080573674334	0.00103414546996481	0.0059533201629534
"USP24"	2.45415426067457	0.00103416327797671	0.0059533201629534
"FAM155B"	2.64636578253986	0.00103574666175059	0.00595919821999606
"RAD54L2"	3.09330231849869	0.00103664852357741	0.00596115086970886
"ZBTB14"	2.47536234407321	0.00103758603568829	0.00596330629404802
"UGGT1"	2.74474856159837	0.0010396656237713	0.00597032558608372
"CPLX1"	-3.34953489459391	0.00104002772784199	0.00597032558608372
"FCF1"	2.37677878526938	0.00104082692722914	0.00597032558608372
"LRRCC1"	2.45595068593037	0.0010410607362788	0.00597032558608372
"KLHL17"	2.69186741779944	0.00104167861854686	0.00597063818245519
"SLC37A3"	2.71166697167169	0.00104512707202951	0.00598630727656107
"DDX20"	2.73512046407981	0.00104554206160734	0.00598630727656107
"ENOX1"	2.86430979473995	0.00104788982173071	0.0059965098977873
"SPEN"	2.73300128497061	0.00104916163722276	0.00600054777727295
"ZNF281"	3.23592052248761	0.00105318454427429	0.00602030733560893
"RBM14"	2.47735648478807	0.0010550019758353	0.00602744525062129
"MINPP1"	2.41451148195653	0.00105673367455709	0.00603048387548911
"SMC6"	2.63205823297479	0.00105674172365694	0.00603048387548911
"ANKRD49"	2.52483997153786	0.00105777675832432	0.00603048387548911
"ABCA1"	2.57485116095966	0.0010578934086993	0.00603048387548911
"ASCC2"	2.35051405012555	0.00105837894021605	0.00603048387548911
"ZNF654"	2.87116769053146	0.00105929647282185	0.00603246857547873
"RBM8A"	2.64154894494216	0.00106111292274284	0.00603696247351305
"ARFGAP3"	2.48992059920452	0.00106122486206405	0.00603696247351305
"POLR2D"	2.92987772613454	0.00106214233609907	0.00603894017058901
"BIVM"	2.66134533903833	0.0010628562240157	0.0060397588536828
"DDX59"	2.43046790590659	0.00106478699162614	0.00604748796208674
"RBFOX2"	3.18654793208131	0.00106544227348077	0.0060479685133097
"ZCCHC10"	2.5017283104353	0.00106803188703748	0.00605723441448408
"DDX55"	2.75756315204789	0.0010682176939678	0.00605723441448408
"MAP3K5"	-2.41924258511649	0.00107070432673301	0.00606808794369863
"METTL16"	2.43955439361777	0.00107245680522385	0.00607477136384949
"TOPORS"	2.54557829818678	0.00107320172623689	0.00607532753128994
"TCF20"	2.96874787655485	0.00107370149708493	0.00607532753128994
"ATM"	2.55518858645932	0.00107448977084794	0.00607654353865872
"SALL1"	2.51709977853929	0.00107547475318233	0.00607887009825403
"CYTH2"	2.80366397419007	0.00107667412698544	0.00608240532931325
"MARCHF7"	2.51855403125662	0.00107835632962941	0.00608866296292622
"ZMYM4"	2.73470377070004	0.00108043100534463	0.00609712875114078
"RARS2"	2.54346668121661	0.00108166904289389	0.00610086669323544
"TULP3"	2.38418834939215	0.00108273041997863	0.00610360478241143
"TSPAN14"	2.74600763206597	0.00108400248056271	0.006107328427189
"ANKRD12"	2.85956414963808	0.00108576738465966	0.006107328427189
"PDS5A"	2.65311886764265	0.00108598377197744	0.006107328427189
"TTC17"	2.51837245796723	0.00108761914192181	0.006107328427189
"SMARCB1"	2.64870049538238	0.0010879724491082	0.006107328427189
"CPSF1"	2.65364769521903	0.00108820883414257	0.006107328427189
"LRRC49"	2.75807266342852	0.00108825898272658	0.006107328427189
"FUS"	2.54785011931682	0.00108865371379745	0.006107328427189
"CGGBP1"	2.69139406627401	0.0010889337934473	0.006107328427189
"NETO2"	3.20731899781607	0.0010891536825238	0.006107328427189
"EHD2"	-2.3593526196602	0.00109058610000655	0.00611212664614989
"CDAN1"	2.58435248810765	0.00109571712432932	0.00613575108226737
"COIL"	2.60381761258388	0.00109595931295831	0.00613575108226737
"LDAH"	2.47738475102131	0.00109800149978274	0.00613722809270297
"METTL3"	2.56303684162114	0.00109872861819319	0.00613722809270297
"WAPL"	2.5330166325591	0.00109883443322861	0.00613722809270297
"MPHOSPH10"	2.62831619617438	0.00109921751280566	0.00613722809270297
"ZNF512"	2.64465818716218	0.0010992203000441	0.00613722809270297
"BRPF1"	2.70196016688511	0.00110020283767139	0.00613722809270297
"DENND6A"	2.46945181759588	0.00110027678582144	0.00613722809270297
"HBEGF"	2.50992864843275	0.00110261539064772	0.0061448222540337
"NCOA3"	2.68052672552871	0.00110311166156199	0.0061448222540337
"TMX1"	2.31596367321885	0.00110355447735766	0.0061448222540337
"WDR70"	2.72272148927751	0.00110395749874318	0.0061448222540337
"ADAMTS9"	2.85388672800788	0.00110830509980313	0.00616578343712
"ZNF287"	2.73834205824898	0.00110956068036983	0.00616952995307424
"SOS1"	2.66937236470399	0.00111145431400151	0.00617681846868802
"TRO"	2.8373463461656	0.00111472484555363	0.00618923605157065
"PPP4R3B"	2.61978020463549	0.00111485672980264	0.00618923605157065
"PTPN21"	2.29976622880908	0.00111627131139889	0.00619384469015989
"PANK1"	2.75695169305363	0.00111843998482978	0.00620263053857979
"ZNF436"	2.82948133712243	0.00111969414207901	0.00620350415554369
"RPLP1"	2.42094461000534	0.00111976820622335	0.00620350415554369
"POLR2B"	2.92212142790981	0.00112281994062141	0.00621716077884313
"SNRPE"	2.42014605669381	0.00112450348367788	0.0062232312898267
"NUP85"	2.76266665471829	0.00112686104551606	0.00623167330014106
"MFHAS1"	3.07708800956994	0.00112720491756656	0.00623167330014106
"ZFP28"	2.71350400123342	0.00112875748401687	0.0062370030321224
"PTPRS"	3.05617763734971	0.00112979817881523	0.00623950031218542
"CCNL1"	2.40579471542574	0.00113293876177701	0.00625358593610042
"POLR3D"	2.72775203327042	0.00113470558486534	0.00626007797418161
"REV3L"	2.51586737920612	0.00113929236500559	0.00628211263492679
"OSBPL5"	2.59902037634655	0.0011405986792564	0.00628604513924043
"DVL2"	2.49478653374376	0.001141603579995	0.00628831327483732
"CCDC88A"	2.63743797061014	0.00114400741418637	0.00629545158405796
"ACBD6"	2.83827803782172	0.00114408754018642	0.00629545158405796
"MAPK8"	3.50436232922118	0.00114569594711616	0.00630065677965878
"MAST2"	2.79509272835947	0.00114622252039839	0.00630065677965878
"HDAC6"	2.50252302540543	0.0011469469266062	0.00630137041377528
"APAF1"	2.90222620759203	0.00115421393453928	0.00633800998872917
"TNPO3"	2.79109520739536	0.00115506772906699	0.00633941366786743
"ZNF507"	2.54719935512761	0.00115594290769548	0.00634093319656146
"RNF38"	2.77825127314242	0.00115887419033221	0.00635372409164033
"LINC00205"	2.94787700455847	0.00116196668679257	0.00636738518439902
"ESCO1"	2.50061270796042	0.00116335707998561	0.0063691782057627
"RBBP9"	2.40015217037717	0.00116358523812408	0.0063691782057627
"HCFC2"	2.68867617634594	0.00116409682813383	0.0063691782057627
"MPHOSPH9"	2.853558917048	0.00116550063951407	0.00637291279849282
"TFAP4"	2.71472236490407	0.00116598206418924	0.00637291279849282
"PGM2"	2.35424384859308	0.00116730746678256	0.00637686831595959
"KIAA1841"	2.94759612560215	0.00116864020442217	0.006380859807556
"RNF180"	2.52812747458331	0.00117048906045305	0.00638766378098943
"KLF3"	2.3689091777613	0.00117195354963502	0.0063923642403664
"CEP350"	2.557126254665	0.00117380652100105	0.00639536791203726
"NKAPD1"	2.54155050437733	0.00117403856868805	0.00639536791203726
"URB2"	2.60069487877414	0.00117460587586423	0.00639536791203726
"PLPPR5"	3.29208970476086	0.00117491803403817	0.00639536791203726
"CHD4"	2.53549775190457	0.00117664257676665	0.00640143248926285
"AP1AR"	2.78528704755449	0.00117724022660628	0.00640143248926285
"TSEN34"	2.29932225720449	0.0011783020601852	0.00640392063273989
"PAICS"	2.40112549586915	0.00118020041621532	0.00641095028757047
"MFSD10"	2.34533654384499	0.0011819011327882	0.00641504086270225
"MIB1"	2.60653062801682	0.00118249430657729	0.00641504086270225
"HIRIP3"	2.45633691647049	0.00118276937589358	0.00641504086270225
"PRDM16"	2.5079661299467	0.00118579941503255	0.0064281852688056
"TRNAU1AP"	2.35886909211802	0.00118691350005895	0.00643093521146459
"RPS3"	2.36459399888109	0.00118959742036143	0.00644218367960678
"ZFC3H1"	2.62658529274552	0.00119137470566001	0.00644468184269461
"NARF"	2.65106701793841	0.00119175365379321	0.00644468184269461
"DSN1"	2.87311487825693	0.00119269760475869	0.00644468184269461
"SNHG3"	2.37173794643144	0.00119275814020744	0.00644468184269461
"RIOK1"	2.60824021895734	0.00119321834175463	0.00644468184269461
"POLR1B"	2.75333553068364	0.00119370734640588	0.00644468184269461
"OMG"	-2.78596368941997	0.00119482913547913	0.0064474537565213
"ZNF182"	2.66327908597158	0.00119626101001469	0.00645189525910212
"RPL30"	2.44755808451004	0.00119735685457849	0.00645452082646129
"METTL2A"	2.49028976970648	0.00119971272262484	0.00646393260517442
"ZNF623"	2.93107186339814	0.0012015442638599	0.00647051123393662
"QARS1"	2.4751509499757	0.00120506465061138	0.00647787958453311
"CYSTM1"	-2.29230067245245	0.00120511157155356	0.00647787958453311
"ATRX"	2.79908932659043	0.00120514413265622	0.00647787958453311
"METTL17"	2.33699058790774	0.00120535747694841	0.00647787958453311
"SLC16A9"	2.4786828711439	0.00120632798979039	0.00647943738157457
"ZDHHC8P1"	2.27935724121489	0.00120687010673978	0.00647943738157457
"CCDC174"	2.47993327759364	0.00121766421550942	0.00652837587640204
"MTG1"	2.50605733037655	0.00121794457801881	0.00652837587640204
"ARID4B"	2.66655934247251	0.00121817722107261	0.00652837587640204
"C17orf80"	2.46094585089828	0.00121844947004371	0.00652837587640204
"KIAA0355"	2.49572528574725	0.0012197619183708	0.0065284147464174
"ZNF318"	2.84864940608859	0.00122007985377699	0.0065284147464174
"MIS12"	2.42111300317142	0.00122091879636092	0.0065284147464174
"TTLL4"	2.28210502134938	0.0012219603457827	0.0065284147464174
"SLC35E2B"	2.85998205094052	0.00122199850832652	0.0065284147464174
"CTNND1"	2.47114342026141	0.00122215275116929	0.0065284147464174
"CELF3"	2.76090711720768	0.00122361459324471	0.0065329307099282
"CLK2"	2.51639827039158	0.00122739720780745	0.00654982659030379
"NOC3L"	2.41220023248568	0.00123213448214592	0.00657179730336309
"EIF3D"	2.55289068430378	0.00123501715658949	0.00658174337403843
"ZNF641"	2.51505839669595	0.00123524132581265	0.00658174337403843
"BUB3"	2.49557959024517	0.00123714116786803	0.00658855381762081
"KCTD5"	2.33645039273747	0.00124123481157266	0.00660177487907365
