Geneid	HISAT2 on data 7: aligned reads (BAM)
5351	5350
9927	24796
60672	1988
943	0
7133	1126
55187	14644
677885	0
9249	1678
343066	0
126767	0
93190	0
390999	0
65121	0
440560	0
343069	0
65122	0
400735	0
343071	0
441871	0
440561	0
653606	0
729368	0
441873	0
440563	0
645359	0
401940	0
343068	0
391002	0
343070	0
400736	0
391003	0
654348	0
391001	0
729516	0
653619	0
729528	0
645414	0
391004	0
645425	0
126755	240
10630	532
7799	18084
23254	12008
200197	130
55092	488
114827	128
79180	24176
11330	16
63036	32
51032	90
842	1410
23341	2776
100507192	6
79814	450
645317	22
84301	274
6248	172
23207	39326
284723	462
388595	4
54751	598
440567	1298
729614	730
23013	13128
7709	4238
149563	264
27129	164
1187	36
1188	12
348487	1140
1969	864
100506484	4
128272	120
79363	1134
54455	2476
26099	4074
374955	16
55707	1666
114819	2018
26871	1
100506533	136
100133301	2
55672	2202
84809	4757
11209	191
26869	0
729574	0
284729	40
729587	2
6060	1
11223	109
100506687	16
26870	0
9696	6114
4237	8
23400	37012
6390	4274
11240	16634
400743	0
29943	4
51702	0
23569	82
353238	0
55920	4656
55160	5802
81569	12
84966	13054
127707	4
5081	610
80834	0
8659	7222
100302276	0
126917	3670
23352	18978
23065	4920
51154	2641
246181	134
22977	138
100506730	692
8574	1892
54896	1548
832	18650
644075	110
644083	0
440574	5890
4681	24938
3362	522
255104	254
54546	0
23252	4090
30814	0
5320	0
5322	580
26279	0
64600	0
391013	0
127733	1088
127731	18
339505	136
55450	62652
79594	3322
163933	3156
978	46
65018	54296
1650	6480
57576	5358
400745	9256
50809	13292
8672	19342
100302155	0
1889	7590
100506824	0
100506801	12
84224	343
249	3342
5909	40776
84196	5560
401944	28
3339	2196
23436	0
10136	0
29092	440
998	11322
54361	230
9923	3162
2046	204
712	224
714	402
713	330
2048	1882
100422914	0
646262	0
729059	0
23028	5490
100422866	0
7798	12344
3352	208
10236	8304
80818	2008
148898	630
6920	232
55616	2068
1870	12
3399	1652
259283	0
729856	0
6135	10076
6924	2534
100506963	54
57095	14530
11313	3302
2582	1840
3155	1180
2517	714
1269	0
55629	172
10772	74
127294	2
58985	0
163702	240
284632	0
57822	16
90529	3148
57185	17742
11123	156
100506985	278
400746	26
10250	8472
25932	4904
864	82
25949	2430
57035	4286
6007	70
23585	6078
6006	46
55219	3510
26119	1482
57134	6332
100507013	4
57190	10888
56181	5474
646471	1206
79000	154
164091	1890
3925	45544
5051	652
2134	12288
7780	4
84676	4
149420	1048
79927	158
100128346	46
51042	188
10256	416
378807	0
64793	1672
83442	6170
91544	3540
1043	20
55057	0
257101	14
79727	0
79947	4120
3151	3255
6195	1154
100302190	0
8289	10806
55650	734
84243	2082
2810	14
54707	1838
63906	2032
8431	0
10726	16840
126695	96
646567	0
388610	4002
115572	76
6548	8728
23038	13730
84065	4768
644961	74
84958	112
9064	1882
8547	38
388611	46
2827	1006
10163	3602
27245	9822
2268	992
2537	4774
199870	918
23673	6704
5511	2816
677774	0
9473	892
6118	2824
27293	72
55113	548
2140	412
653566	556
5724	146
22826	7960
93974	9362
83667	1956
54797	490
65979	1452
8420	592
1104	558
6080	4
26768	8
54952	1032
85028	284
692212	14
677838	56
677825	26
692073	40
115273	10
6883	902
26824	0
10691	660
51441	3656
4985	326
2035	1208
399474	438
6429	9844
51102	3342
10076	7072
100288450	0
4146	72
100129196	142
7805	742
9672	40036
9698	9164
692234	0
692235	0
692200	0
28997	18
79570	1084
9410	1180
51538	5234
2170	7454
347735	54
149086	0
284551	0
64129	2290
3061	144
553115	6672
1307	10030
576	62378
100423028	2
90853	42
8073	13898
100507229	16
10657	6980
55116	1468
23633	10669
200081	4798
79140	808
55721	694
149069	116
100507457	120
56063	640
8668	6832
339483	648
84734	76
3932	30
3065	2758
65108	16352
100128071	224
81629	262
55108	13250
728116	150
653121	566
339487	830
5928	5576
81493	224
57648	6904
8565	15666
64766	1168
252995	5024
3208	31466
113452	3048
127544	3104
100505584	14
204	2652
113451	4414
55223	1584
149076	5658
1912	9614
7579	200
114784	2878
127540	0
84970	44
693137	0
2709	158
127534	36
2707	98
2701	408
113444	4674
58512	20644
100506144	214
9204	1718
79830	260
100506168	6678
6421	12094
9202	5028
79932	11796
23154	114562
339488	1212
5690	4618
127703	15408
63967	296
192670	1330
26523	4338
192669	420
27285	208
54936	2266
1296	68
27095	2888
55700	46240
9967	11730
79729	1332
55194	684
83931	5260
100506594	2
84967	2300
127700	1554
64960	1946
1441	362
2899	9854
100422898	0
728431	230
80149	66
64769	6458
79753	1162
7802	1354
29889	2408
284654	28
54955	986
55143	118
284656	4520
149175	3782
79693	832
127687	3654
4520	2076
3633	1814
10946	3722
2275	968
51118	1666
5453	896
64121	1150
26292	222
100506806	4
81025	18
54933	378
79647	6924
4725	11872
23499	40232
100292290	0
643314	362
353500	1510
728448	602
8761	3872
100506950	18
677834	2
26508	780
84618	270
51440	27158
10450	2344
656	382
64064	70
100287437	4
54802	1050
4610	124
84879	1776
10487	12410
5538	12698
6018	2144
127391	0
10269	2580
1298	6788
100286988	908
64744	12210
65243	522
339559	384
64789	564
127396	348
9783	60964
100130557	232
4802	4424
407034	0
407031	0
9132	1840
163732	952
1503	1948
100507178	36
200172	20
22955	3818
100132074	408
1907	0
59269	3278
100507198	130
2981	0
2980	0
22887	6856
284716	7500
84217	176
79717	1888
100507214	80
728621	386
10465	1708
100507252	90
4904	9718
149461	0
64175	1142
79078	596
100129924	4
100507268	2
374969	1048
114625	858
51058	514
6513	13392
440584	88
440585	0
10969	4964
149465	72
100506711	104
128218	1146
149466	16
7075	2032
4352	280
991	86
64834	4480
112950	2162
149469	170
23334	5824
81888	332
5792	26796
9682	3746
100132774	38
6487	4002
9048	92
9670	10964
1802	2270
533	9908
8704	10612
149473	1598
6536	3008
128209	38
100129492	4
55929	4372
79033	8232
55182	21352
79639	790
339541	692
26830	0
11004	48
6202	8258
26811	108
94161	22
94162	54
94163	24
266675	242
1263	798
343521	0
149478	284
8643	1948
8891	2026
100507337	4
79654	5324
7389	4602
57643	1276
400752	92
84842	276
4595	928
114034	558
10420	802
126661	632
25974	680
5052	13420
10327	3004
4678	5242
149483	78
60313	4428
728963	52
51249	1072
3652	658
23139	11144
8503	3836
100133124	0
10103	34
100507408	2
55624	9300
541468	410
8438	330
10489	5642
7388	10198
387338	1852
2166	3948
729041	40
127343	0
100507423	60
148930	210
8569	2086
148932	778
64756	12760
374973	4
9813	7256
100129898	0
1580	18
163720	2
1579	32
260293	1660
199974	32
284541	24
10158	14
6886	230
6491	258
51727	5764
2301	26
84793	32
2306	14
388630	74
100507479	0
391037	10
200010	54
54558	750
84871	1320
79656	2128
1996	6924
63950	54
11124	2726
1031	816
284546	0
26994	23176
22996	828
2060	17962
114883	2878
4898	11040
100313892	0
5865	4260
51060	2626
112970	640
91408	2768
9372	7654
200014	3326
4998	36
84950	3498
23318	2876
2882	222
348378	4
65260	2024
79699	6989
440590	4
55268	1286
6342	5714
127435	844
6512	156
1376	816
54987	3080
4116	1624
100507564	258
7804	3672
163742	0
63948	0
148979	354
55706	960
54432	1552
1733	0
51668	1070
115353	674
388633	0
9528	5910
127428	724
200008	30
606495	448
51253	4724
23648	17418
619518	32
26027	356
338094	38
374977	1646
7268	2368
25973	328
55001	50
163747	14
1718	38246
199964	24
7809	4
255738	32
23358	5464
100507634	84
100507652	0
8613	12544
5563	1828
199920	28
731	8
732	0
1600	894
115209	364
4070	34
114803	696
3725	9572
100131060	134
729467	4
55277	372
51361	1882
1573	1392
127795	0
4774	3442
83941	1438
10207	888
100422902	0
100422946	0
54596	30
163782	304
7398	1774
85440	2500
27329	0
100507664	4
84938	1150
27022	0
29929	180
23421	146
84455	924
79469	56
5236	7254
4919	118
148581	0
57685	2186
55225	1218
3716	9108
406893	0
205	4702
9829	35760
100505510	8
3953	456
54741	2840
5142	7012
84251	6204
100422871	0
200132	296
10022	4
79819	158
57708	2038
23169	982
400757	12
149233	0
3595	566
26135	9438
1647	2496
55970	896
100289178	26
9077	400
79971	5844
100302279	0
6121	32
55635	28
57554	1758
5301	6
55631	1714
9295	9154
81573	3620
11147	722
1491	414
5733	306
100132618	28
9406	6692
406962	6
257194	9876
127255	8
8790	226
51086	510
127254	7558
1429	1430
127253	2198
431707	0
204962	576
34	3666
5876	3222
692085	0
26805	2
26804	4
4438	12
127247	0
100505563	0
256435	444
81849	3336
256483	50
10026	1912
26289	44274
26009	1356
23032	6915
374986	4170
653631	702
374987	18
91624	194
8880	4356
11080	2004
54810	68
149047	0
5737	84
10964	774
10561	508
64123	312
23266	4994
79739	5080
5567	26070
148418	96
391051	26
58511	34
80135	1290
2787	576
100505741	22
1486	342
439927	4
117178	7300
23566	168
255231	2
55283	6
126820	32
84144	172
148423	3508
8915	366
646626	14
23576	15360
3491	1390
54680	2064
255631	1572
57489	1646
9635	44
1179	0
22802	386
9629	0
51100	4906
9403	5266
9653	3400
339524	664
8543	42400
100505768	12
5586	1462
2959	1300
56267	978
494115	1592
2635	188
2633	293
2634	344
388646	2
115361	898
115362	54
163351	14
400759	15
23507	8770
400761	186
84230	1176
55144	3104
492303	224
284695	1720
343472	8
100505821	488
100505809	112
100505840	16
84146	1494
100505857	64
164045	84
8317	1104
343477	18
7049	992
676	12
253152	1368
284697	90
23285	6658
388649	28
11146	588
79871	348
2672	10
7813	1498
6125	21651
6083	6
26782	8
388650	3138
22823	1206
50999	1836
343099	88
100131564	738
1810	3334
54874	2594
8412	1462
100129046	2
100126348	88
30836	2712
2730	938
100505924	4
24	130
9411	1420
100505940	0
5825	3046
2152	5238
126969	426
1266	10260
729970	484
199857	554
148534	2332
25950	760
440594	0
58155	3598
1806	364
400765	180
406928	14
51375	602
163404	1158
100129620	64
9890	10956
54873	758
391059	10
178	2206
730081	90
23443	436
64645	3112
163786	234
54482	470
127495	190
1629	2660
100506007	154
8634	3626
693138	0
8556	514
54112	962
7412	190
2135	3050
148867	784
51611	756
100506051	124
100506029	104
1901	7172
118427	3934
94236	0
1301	2404
55599	1628
280	1708
648740	288
279	32
276	5
277	14
278	7
100129138	0
55170	1680
22854	2146
10451	664
29957	444
148545	0
100507044	0
400768	0
653149	0
284611	4684
113802	1314
55119	3882
163479	4
6814	2596
254268	12
642864	0
29899	1650
23155	2928
22911	16138
6884	2116
56900	2756
677766	18
127003	144
57535	3384
6301	25206
1952	46340
84722	4772
343263	92
6272	34996
5686	3122
284612	222
127002	1732
284613	2892
57463	4884
83873	1708
2773	1700
406974	0
2780	34
271	18320
2948	2636
2946	2602
2944	1118
100506210	104
2949	1694
2947	6350
79574	2
1435	1654
10768	33398
85369	6270
257	308
164153	32
388662	59724
100130800	2
3749	8414
100506257	356
64783	640
9122	224
10542	2760
84432	24
643160	34
3744	0
3737	2634
3738	306
963	738
100506293	36
55791	758
128338	574
10390	1284
79961	106
1117	46
149620	0
27159	0
128344	236
441897	2
5016	828
79084	1454
515	6536
128346	176
140	186
100129269	36
5906	1858
55924	7764
100506343	202
11218	1058
3752	2832
643355	1088
55917	1864
100422976	0
7482	848
54879	1108
829	3030
4343	1374
389	4756
333926	1144
284467	24
128322	2
6566	2498
246182	0
100506392	174
9860	488
260425	4602
10745	2076
54665	1698
26191	28
100287722	58
440603	112
10717	1670
64858	642
204851	7192
56944	438
148281	404
51592	4560
10286	4136
163259	102
270	0
4893	2108
7812	36022
80143	1882
6847	0
7252	0
10100	218
4803	92
100506434	24
81839	326
845	192
4808	178
55356	1548
126868	20
476	104394
84852	94
100506459	8
965	92
3321	2598
100302117	0
914	32
5738	4414
9398	238
8458	446
100126331	0
80263	1164
100506478	8
79679	4
10905	2878
54855	78
54834	582
10885	1494
200162	12
6913	42
10352	698
51179	6
3284	4
3283	2
441900	2
128102	206
644242	142
90874	1098
26227	8722
3158	0
83998	0
343505	0
11085	0
4853	7358
100506528	124
100132913	46
653820	30
100132314	14
337875	32
2210	2
647121	40
100423008	0
375010	0
100422949	10
100132733	2
100422844	0
100130000	4
100286793	276
100287981	232
644591	10
728833	4
647135	412
728841	6
728855	2
730256	78
653505	0
728875	130
767846	34
400818	464
653513	164
9659	25598
100505971	556
9554	4134
440672	860
388677	998
100132406	508
100505987	28
148738	26
10628	5256
84265	1946
284615	7712
128077	786
9939	3172
114814	2366
8799	5586
8515	440
148741	1482
10401	3670
200035	328
10623	1414
27246	1758
11126	134
5174	26
653519	315
728932	7
728939	4
26864	0
200030	59
100506011	0
100506032	217
100505723	0
100505752	6
149013	98
100505770	25
728989	92
5565	2188
100505794	466
171423	742
2330	170
9557	2260
100289211	0
607	4470
51205	352
2702	350
2703	0
51463	92
100312957	0
728912	22
100505824	0
284561	30
100132057	0
100505885	16
388685	2
100132999	70
164022	0
25832	224
729086	362
645142	0
100288142	305
284565	455
730262	0
728936	19
728945	0
642691	32
645166	444
26863	2
388692	958
645262	2
100132417	0
100507552	2
653598	0
642441	54
100288037	20
644634	54
440689	16
2209	22
653604	6
8370	2
126961	0
8337	1
100132909	292
337873	4
723790	1
333932	0
554313	0
8349	834
8338	0
317772	0
51027	880
100507640	0
9900	61182
10262	1708
10903	542
56957	3396
11311	3916
51177	6230
81611	4894
23632	722
51107	5302
79630	262
148523	790
54460	4994
9129	2684
23248	6978
80222	3922
1893	2552
54507	286
100422997	6
4170	5744
2029	33426
55204	1442
84072	2
1520	238
1513	194
100289153	0
405	3098
9869	2470
29956	5218
8416	618
55793	2492
58497	1810
149428	46
54964	320
56882	4540
10962	20346
126626	394
10500	4410
79626	38
388695	964
79005	1834
29765	38
6944	4408
8394	3000
5710	11650
100507670	34
57592	3974
5298	7636
5993	3876
100505481	46
8991	3310
100505497	14
5692	4886
23126	9776
100505516	26
57530	892
7286	1114
693139	0
81609	9670
11189	20352
284485	126
65005	2730
51686	334
11022	2128
339398	12
6097	0
100191040	114
100132111	208
284486	602
100505537	274
117145	1300
6281	702
6282	280
100131107	0
126637	0
7062	498
126638	0
388697	16
2312	348
339400	268
388698	14
49860	0
254910	4
54544	0
353145	0
84648	0
353144	0
353143	0
353142	0
353141	0
353140	0
26239	0
353139	0
199834	0
100129271	0
448834	0
353137	0
353135	0
353134	0
353133	4
353132	0
353131	2
448835	0
4184	0
3713	0
163778	0
6698	0
6707	0
6699	0
6703	0
6700	0
6701	0
6704	0
6705	2
6702	0
6706	4
149018	0
4014	92
114771	0
57115	0
6280	54
6283	8
6279	54
338324	0
645922	0
6278	0
100505623	18
6277	3436
6276	8
6275	126
6274	0
6273	22
140576	2180
57402	60
6284	2400
6271	8796
26097	3404
23557	1932
3608	6498
4881	386
65123	10676
11000	1222
343052	14
57459	6134
9909	15520
200186	3796
27173	2454
148327	152
10899	4048
5872	1158
6232	3084
91181	38
7170	26386
100126346	0
388701	2
25912	14058
9898	15484
10456	4404
89872	4
57198	5526
3570	506
126669	656
126668	94
55585	9278
1141	12712
103	30770
3782	870
10654	4788
57326	13628
90780	5572
6464	3250
1163	230
100423020	0
80308	1914
55891	8
51043	2348
127579	116
149095	10
100505666	56
8751	6464
1945	58
1944	4236
1942	652
55974	462
54344	570
200185	932
80128	4932
4582	60
693235	14
7059	1806
100129268	88
4580	804
2630	1636
2629	4088
10712	5584
10067	4210
1196	2256
57657	1590
5313	120
2224	7908
284618	150
23623	14776
55870	17314
693140	0
645682	4
645676	218
55154	970
55249	6034
7818	3958
100505728	34
100129405	366
54856	4226
23208	65565
6016	818
22889	3704
677823	2
677771	4
339403	8
9181	20672
6746	3818
56893	10286
28956	1332
57111	12
92312	168
4000	4118
64218	4436
9673	8048
11243	1190
632	150
79957	22676
23381	13838
84283	522
112770	998
391104	0
7203	12302
100505747	52
128229	6
57127	2
10485	8938
100505765	1586
407046	0
4209	25642
128239	162
164118	10
128240	6326
54865	4278
60484	7522
63827	29700
10763	4586
1382	862
81875	1748
51093	1906
79590	3190
3068	10904
5546	7290
9047	14
4914	112
3645	18
375033	1072
149499	12
9826	17658
768220	6
440695	24
2117	722
360155	4
83416	0
83417	0
115352	12
79368	0
115350	0
922	0
55243	374
100505785	0
646268	0
912	16
100505799	4
909	0
911	4
910	0
913	0
128360	0
391107	0
391109	0
343406	0
391112	0
128366	0
128367	0
128368	0
6708	4
81448	0
391114	0
128371	0
128372	0
81442	0
4332	130
646377	0
149628	0
3428	528
9447	0
57863	30276
100131825	76
2532	820
2205	4
441911	0
26476	0
127385	0
325	0
1401	0
54935	356
343413	24
56833	86
284677	330
391123	52
25790	6
8407	3306
57549	48
89886	4
100505633	0
93183	784
3766	19710
3765	18374
93185	28352
477	171420
480	88
844	1778
8682	72184
50717	13662
100505686	1594
100287049	2
100505665	96
5824	7276
1314	23394
474338	192
23385	4426
4807	238
57216	1736
114836	4
8832	80
6504	0
962	12
57823	2
4063	16
51744	46
55600	0
142683	4
50848	780
100131187	584
7391	4694
257106	336
81607	4
126823	1654
5202	4448
4817	2152
9191	2092
51506	6530
27005	2974
5498	1588
8703	3050
9507	2356
4720	12024
2207	58
336	0
84134	3800
9970	204
654790	5244
4359	420
6391	3316
257177	1930
100505703	66
2212	84
3310	124
2214	392
9103	0
3311	44
2215	36
2213	4
641311	4
84824	38
127943	254
11266	942
22926	1274
25903	1066
9722	7690
693141	0
284680	24
400793	466
117157	156
127933	8876
6675	2408
4921	348
51478	508
339512	26
100287509	0
5999	44892
8490	13664
100505773	18
83540	8
5087	12138
100505795	2
4009	0
100505805	0
6258	914
400794	0
440699	4
4259	5974
100505828	46
223	4778
54499	3102
100147773	38
7371	1154
149297	606
100126349	0
116123	0
57645	5836
117143	1880
100505860	444
387597	732
84944	386
10223	52
92235	326
5451	402
919	122
8804	2300
92241	1024
100128751	0
9019	2214
55811	52
25874	5524
55827	13456
100313835	0
100329108	180
23432	714
261726	4012
375035	72
84832	44
100505900	236
9095	100
693142	0
100505918	0
6846	0
6375	0
1805	46
79100	0
481	69036
29922	866
8548	986
57821	1082
10560	758
2153	102
6403	16
6402	100
6401	12
92342	274
55732	138
57147	780
22920	11560
149281	0
100422839	0
100423010	0
284688	0
92344	594
5396	906
100127910	112
80133	0
646804	0
2328	40
100302178	0
388714	0
2327	36
2326	0
2329	56
7151	116
23215	11264
4653	2
8674	3536
51603	3974
26052	10922
406996	0
100422882	0
406977	0
100505991	62
92346	0
5279	1110
51430	1584
356	0
8995	4
7292	138
100506023	86
646870	0
9588	6936
284525	48
339416	424
27252	1254
91687	106
55157	710
100506046	50
60674	1716
26769	4
26802	52
26774	78
26770	22
692198	2
26806	10
692197	0
692196	8
692195	0
619498	4
84614	190
462	24
149041	1546
9910	886
9293	110
100506087	6418
27101	11558
100506117	1068
63931	1424
63923	32
9674	300
7143	4964
64326	1816
677679	2
60676	90
460	21584
574441	0
57795	10078
100506128	12
89866	2080
730102	582
100302401	134
9462	5976
400797	0
84066	2
400798	132
55103	546
9068	182
9917	8746
64222	1634
27	3658
6646	412
126859	10
7827	0
163589	204
100506206	0
148753	816
100506230	120
163590	1124
26092	4428
9857	2632
5768	6564
100506242	10
200058	1544
89884	182
84320	2316
100423032	0
9213	3486
57710	1156
10228	7574
3140	524
51278	5990
777	6644
127665	0
2752	236966
127670	0
388719	0
353299	2
6041	818
6004	354
284648	0
85397	168
80896	494
1660	9490
81626	0
3915	2178
3918	22
23057	30712
100506298	42
9887	11832
4688	74
10092	2378
100292409	0
23179	11212
403314	4
23127	6142
116461	1824
81563	14424
80267	3338
100506336	0
116496	298
6045	946
81627	1358
54823	372
10625	6258
100288079	0
83872	98
10216	10
7175	5574
54953	1346
10896	20
5132	10
5743	434
5321	282
339479	2088
440704	0
100506420	0
64407	4
431704	0
5996	14
6003	12
5997	1882
100506438	224
51377	2204
6738	622
51022	912
79577	1874
100302163	0
8707	3878
343450	1100
3075	624
10878	0
3078	2
10877	0
3080	0
81494	12
2165	0
259266	60
360023	2166
23418	998
163486	176
388722	92
56956	4
140609	1922
127124	0
5788	258
406955	0
406995	0
2494	16
339521	2
100506512	8
23528	1286
9928	6
83479	724
23271	10970
2848	16
55765	172
647215	2
23046	21530
100506546	108
779	224
647219	80
252839	10418
91156	364
5317	288
7139	3336
3898	0
100506573	0
7135	0
23612	4414
1465	33538
100506590	0
376693	82
89796	10280
100302158	0
55705	9314
149345	12520
25802	1748
10440	5408
6051	1974
100506636	36
100289488	12
1999	16
9283	16416
127829	17612
5778	30
148713	24
59352	184
29089	380
4660	10214
100128726	34
127833	7530
10765	4114
100506696	180
641515	0
148709	80
5877	1836
59349	4998
51094	6540
51706	3822
100506747	0
92703	5076
100507405	3084
8497	16802
4656	20
134	13210
4608	64
1116	1908
1118	104
100506775	22
730227	20
7832	1726
2331	146
5549	3828
26254	0
493	21170
677843	0
54900	4
9877	6546
100381270	370
6635	1592
284573	4
9580	2672
55224	926
5972	14
3814	4
127845	174
22874	17876
100506823	8
100506838	8
127841	0
84919	3184
5287	5314
4194	2534
10446	5308
100506855	34
23114	30784
6900	31086
388730	358
5929	2558
25778	6536
9911	17656
100506871	4
81788	116
55220	982
284576	6
93273	10
100506918	194
442891	0
284577	32
5129	15332
284578	440
148808	14588
100506969	1050
2005	366
85414	1116
64710	24598
8934	1684
254428	6662
100131354	202
148811	24
115019	72
100505630	106
729533	16
553	8
440712	0
100505650	0
1510	0
23380	7282
9641	224
574431	12
83593	2888
1939	1692
8444	236
9261	2484
3586	0
29949	0
50604	0
11009	0
9214	40
5284	0
83953	0
79098	12
55432	1102
5208	5286
725	10
722	12
100129101	18
1604	992
1380	14
1378	74
1379	14
4179	3638
407026	44
407025	28
148696	44
947	4754
5362	14228
100506899	0
642587	0
406988	0
57172	9102
3914	842
100422894	0
50486	144
3290	688
80342	100
148304	312
3664	42
27042	1696
255928	232
574036	146
56256	434
55733	616
100505631	0
3756	7230
55758	3478
7188	1202
84791	74
343035	8
7779	960
4751	126
9926	7716
25896	618
51514	24
100131205	22
100422947	0
5525	2570
692157	10
55248	1458
29937	2484
467	518
149647	4
55509	256
25936	2088
128387	1322
149643	6
642946	58
28982	542
79805	138
90806	2488
26750	4424
100505832	206
5629	428
56950	6594
5784	1654
1063	232
648359	36
3776	1010
51133	3584
7399	44
2104	1614
55105	574
128153	10
51018	1106
7042	1982
127018	912
55532	586
728528	0
2058	7048
10380	1170
55699	6524
406997	0
406969	0
25782	4192
100302234	0
677818	0
6791	16
4139	5208
79762	22916
54996	1772
64757	1290
3142	92
400804	8
11221	398
728417	10
79802	8
9015	234
100506161	32
375056	7342
64853	730
148362	860
400823	0
84976	456
7100	40
55061	6850
164127	24
388743	12
824	8550
7159	6228
100506213	0
441124	238
100288102	34
100287497	206
23219	2714
8560	3516
4931	932
100313769	6
29097	564
80232	6834
100506354	152
149111	3460
127602	112
3930	1042
55740	4860
6726	6562
2052	7626
9725	10234
10637	108
29920	5362
7044	26
163859	1354
3020	2852
100506398	0
64746	3090
83881	8
286826	124
142	17546
391169	20
375057	8850
3707	17376
100506443	4
5664	2240
100506460	308
56997	4708
8476	14338
100130466	4
339500	300
100130093	246
65094	614
116841	5702
339501	0
7483	122
728728	8
89780	0
100506571	8
375	42220
79169	1746
100506628	90
128308	2130
2987	29378
57165	2108
100506642	280
200205	1218
84033	3140
81559	3132
51127	2320
8290	0
92815	556
128312	38
149603	38964
100129094	0
100169751	0
100169753	0
100169754	0
100169755	0
100169756	0
100169757	0
100169758	0
100169759	0
100169760	0
100169761	0
100169762	0
100169763	0
100169764	0
100169765	0
100169766	0
100169767	0
574029	92
100169768	0
58480	4720
5867	3250
10638	178
126731	8300
58	234
55746	3148
23456	1102
27097	1856
9816	754
2590	9638
79605	17560
22796	1384
183	13396
10753	160
84886	6692
79573	1456
64801	1550
375061	548
100302132	0
440730	670
149373	0
128061	572
8443	2768
149371	1990
83932	450
54583	6464
645339	0
100303453	2
7257	2344
100287814	0
27185	10
27184	0
57568	8052
54627	624
84284	2730
80003	10506
84451	626
3775	6490
148641	1780
100506778	932
388753	1466
6894	3064
100506795	246
359948	7514
100302691	64
100506810	4
100130249	0
9804	24532
677802	16
23029	1904
51742	3234
9453	2592
6905	1518
148789	1406
2786	5914
1130	2788
100302139	0
4811	902
7107	2026
56605	1200
128178	56
3964	2268
100287902	2
55127	2050
88	7594
100506876	10
4548	4472
6262	10704
100130331	32
57829	0
339535	26
100505872	386
1131	1420
100506915	4
56776	9064
64388	1960
100506929	0
6000	7192
100422856	0
2271	4104
8564	84
23596	1694
1122	2442
128025	22
9156	46
440738	26
200150	392
731275	33
9859	4248
10806	1704
10000	7092
100506975	8
339529	78
10472	17090
440742	12
200159	10
159	3854
257044	62
51029	998
116228	462
284702	1454
3192	22664
84288	1066
55083	944
64754	1390
100507030	4
64216	520
163882	5606
51097	3472
100130097	312
149134	256
25909	1960
100507048	0
57116	10
93474	118
79862	242
388759	58
7678	76
317705	0
84838	1936
114548	422
127623	0
441932	0
148824	0
81472	0
148823	4
100507070	8
81470	0
81469	0
441933	0
343169	0
26188	0
284532	0
391189	0
25893	634
343171	412
343172	6
284521	484
391190	4
391191	0
26247	4
26246	20
391192	0
388762	4
127059	0
391194	0
127062	4
26245	8
391195	2
127064	0
391196	4
127066	4
127074	0
254879	0
26696	0
401992	0
343173	0
401993	0
391211	0
343563	0
127068	0
127069	4
127077	0
403244	0
403239	0
401994	238
80851	8222
100422879	14
79894	1812
55657	4652
267002	316
347688	14
10771	13624
