Geneid	HISAT2 on data 2: aligned reads (BAM)
9372	13036
200014	8676
4998	3286
84950	13596
23318	22120
2882	2194
348378	18
65260	5036
79699	22189
440590	36
55268	684
6342	10892
127435	348
6512	12
1376	2780
54987	5998
4116	3248
100507564	4032
7804	20602
163742	0
63948	0
148979	44
55706	8028
54432	4354
1733	10
51668	2994
115353	7490
388633	0
9528	16020
127428	3076
200008	24
606495	1284
51253	6246
23648	23032
619518	202
26027	200
338094	14
374977	436
7268	4740
25973	690
55001	50
163747	22
1718	41248
199964	0
7809	0
255738	4994
23358	31508
100507634	64
100507652	0
8613	20974
5563	6054
199920	366
731	4
732	0
1600	18278
115209	854
4070	18
114803	3318
3725	47372
100131060	6
729467	0
55277	576
51361	1962
1573	366
127795	54
4774	81750
83941	2648
10207	4270
100422902	0
100422946	0
54596	172
163782	286
7398	28658
85440	25048
27329	50
100507664	46
84938	1842
27022	8
29929	2638
23421	1772
84455	6396
79469	558
5236	4920
4919	826
148581	0
57685	10662
55225	6798
3716	14164
406893	0
205	1488
9829	18532
100505510	40
3953	1414
54741	6578
5142	14140
84251	8476
100422871	16
200132	400
10022	0
79819	594
57708	8500
23169	9252
400757	8
149233	4
3595	40
26135	63204
1647	4066
55970	7506
100289178	110
9077	2242
79971	12576
100302279	0
6121	70
55635	3364
57554	14060
5301	8
55631	9016
9295	61946
81573	12764
11147	276
1491	824
5733	194
100132618	590
9406	26594
406962	72
257194	3956
127255	28
8790	2096
51086	506
127254	2624
1429	2380
127253	1754
431707	14
204962	6652
34	11622
5876	6486
692085	38
26805	54
26804	126
4438	176
127247	0
100505563	0
256435	5298
81849	1306
256483	64
10026	3582
26289	1428
26009	10888
23032	30064
374986	3210
653631	1202
374987	48
91624	302
8880	37582
11080	2984
54810	58
149047	0
5737	1106
10964	1042
10561	3662
64123	1100
23266	19248
79739	9460
5567	52928
148418	174
391051	2
58511	0
80135	3834
2787	3048
100505741	58
1486	602
439927	0
117178	16618
23566	20
255231	8
55283	2
126820	178
84144	184
148423	6224
8915	2576
646626	26
23576	18454
3491	7540
54680	4950
255631	104
57489	7318
9635	2
1179	4
22802	2
9629	4
51100	20330
9403	9418
9653	11302
339524	510
8543	9782
100505768	4
5586	14398
2959	4256
56267	3314
494115	8702
2635	80
2633	84
2634	24
388646	14
115361	260
115362	4
163351	34
400759	0
23507	5616
400761	58
84230	2806
55144	8284
492303	220
284695	16434
343472	72
100505821	48
100505809	116
100505840	6
84146	21332
100505857	474
164045	2750
8317	9978
343477	200
7049	856
676	6
253152	144
284697	334
23285	3994
388649	68
11146	2878
79871	2870
2672	22
7813	3876
6125	103428
6083	130
26782	116
388650	2520
22823	17410
50999	8984
343099	2758
100131564	2250
1810	12278
54874	103290
8412	1688
100129046	6
100126348	10
30836	14126
2730	1704
100505924	0
24	1294
9411	3038
100505940	0
5825	17346
2152	4580
126969	142
1266	34534
729970	820
199857	504
148534	680
25950	2056
440594	0
58155	28760
1806	354
400765	828
406928	18
51375	4064
163404	6182
100129620	150
9890	14440
54873	6198
391059	98
178	8466
730081	34
23443	2056
64645	7598
163786	2694
54482	6696
127495	558
1629	5756
100506007	290
8634	6223
693138	12
8556	1876
54112	184
7412	4434
2135	7060
148867	4820
51611	4162
100506051	464
100506029	736
1901	5294
118427	1864
94236	2
1301	23786
55599	6134
280	3368
648740	342
279	10
276	4
277	51
278	10
100129138	36
55170	3180
22854	1858
10451	506
29957	4308
148545	0
100507044	0
400768	0
653149	0
284611	10604
113802	2986
55119	20290
163479	0
6814	5112
254268	158
642864	12
29899	6676
23155	9061
22911	52518
6884	2472
56900	9266
677766	50
127003	270
57535	7444
6301	30048
1952	57514
84722	7136
343263	82
6272	23606
5686	5764
284612	22
127002	5300
284613	4654
57463	2374
83873	134
2773	22120
406974	6
2780	36
271	15964
2948	1000
2946	9920
2944	2656
100506210	316
2949	1220
2947	6210
79574	6
1435	584
10768	22362
85369	28322
257	1326
164153	144
388662	6582
100130800	2
3749	3240
100506257	640
64783	3142
9122	720
10542	5306
84432	20
643160	0
3744	0
3737	402
3738	698
963	216
100506293	82
55791	3270
128338	3236
10390	4052
79961	72
1117	0
149620	0
27159	0
128344	818
441897	0
5016	610
79084	8278
515	13224
128346	234
140	202
100129269	46
5906	4446
55924	3080
100506343	632
11218	6474
3752	1090
643355	210
55917	17916
100422976	12
7482	688
54879	3384
829	12030
4343	5702
389	3354
333926	156
284467	10
128322	0
6566	12364
246182	244
100506392	1080
9860	4598
260425	12192
10745	6626
54665	13064
26191	36
100287722	324
440603	460
10717	8940
64858	5352
204851	17774
56944	3168
148281	12152
51592	28602
10286	6478
163259	1354
270	0
4893	18026
7812	127110
80143	9030
6847	24
7252	10
10100	4324
4803	70
100506434	20
81839	1574
845	40
4808	4114
55356	1714
126868	12
476	36702
84852	238
100506459	66
965	348
3321	80438
100302117	0
914	4
5738	17344
9398	1346
8458	3100
100126331	6
80263	4648
100506478	66
79679	120
10905	6912
54855	1026
54834	3934
10885	10420
200162	762
6913	200
10352	1666
51179	0
3284	4
3283	0
441900	2
128102	16
644242	106
90874	9556
26227	16498
3158	254
83998	0
343505	0
11085	0
4853	32498
100506528	270
100132913	86
653820	266
100132314	26
337875	94
2210	28
647121	130
100423008	0
375010	0
100422949	14
100132733	5
100422844	0
100130000	4
100286793	44
100287981	108
644591	6
728833	272
647135	3118
728841	40
728855	4
730256	4
653505	0
728875	8
767846	84
400818	2848
653513	126
9659	49012
100505971	768
9554	5290
440672	1620
388677	2198
100132406	3792
100505987	132
148738	8
10628	25564
84265	4296
284615	1492
128077	4548
9939	14006
114814	12496
8799	3268
8515	770
148741	1180
10401	5308
200035	1060
10623	4626
27246	3376
11126	706
5174	86
653519	673
728932	45
728939	4
26864	0
200030	640
100506011	0
100506032	803
100505723	0
100505752	45
149013	1206
100505770	469
728989	311
5565	12848
100505794	770
171423	3150
2330	214
9557	8206
100289211	8
607	30906
51205	1230
2702	456
2703	0
51463	208
100312957	0
728912	304
100505824	0
284561	21
100132057	4
100505885	24
388685	2
100132999	20
164022	0
25832	4995
729086	332
645142	0
100288142	1545
284565	3968
730262	0
728936	274
728945	0
642691	4
645166	650
26863	4
388692	280
645262	6
100132417	20
100507552	140
653598	0
642441	18
100288037	4
644634	18
440689	315
2209	78
653604	15
8370	8
126961	2
8337	19
100132909	3236
337873	99
723790	17
333932	2
554313	8
8349	10400
8338	56
317772	6
51027	1124
100507640	0
9900	37104
10262	5736
10903	1784
56957	3688
11311	13122
51177	26342
81611	28842
23632	1104
51107	17184
79630	370
148523	898
54460	9754
9129	16724
23248	17032
80222	6410
1893	1262
54507	410
100422997	4
4170	51378
2029	26662
55204	2406
84072	0
1520	370
1513	862
100289153	2
405	8384
9869	18444
29956	8356
8416	1776
55793	4540
58497	5950
149428	146
54964	780
56882	15522
10962	80608
126626	1412
10500	19350
79626	90
388695	4818
79005	4246
29765	192
6944	11392
8394	12462
5710	22252
100507670	228
57592	7626
5298	17408
5993	9942
100505481	230
8991	2196
100505497	34
5692	9658
23126	43592
100505516	192
57530	1388
7286	2740
693139	0
81609	20042
11189	70538
284485	128
65005	4810
51686	382
11022	5982
339398	0
6097	32
100191040	30
100132111	56
284486	54
100505537	206
117145	816
6281	752
6282	468
100131107	0
126637	0
7062	734
126638	0
388697	106
2312	1078
339400	474
388698	6
49860	0
254910	0
54544	0
353145	0
84648	0
353144	0
353143	0
353142	0
353141	0
353140	0
26239	0
353139	0
199834	0
100129271	0
448834	0
353137	0
353135	0
353134	0
353133	0
353132	0
353131	0
448835	0
4184	0
3713	0
163778	0
6698	0
6707	0
6699	0
6703	56
6700	8
6701	0
6704	0
6705	0
6702	0
6706	4
149018	0
4014	26
114771	0
57115	0
6280	32
6283	0
6279	64
338324	0
645922	0
6278	0
100505623	6
6277	776
6276	4
6275	64
6274	0
6273	6
140576	1186
57402	0
6284	1156
6271	54
26097	13720
23557	2424
3608	46586
4881	336
65123	27008
11000	2728
343052	26
57459	26092
9909	14852
200186	6510
27173	5916
148327	3190
10899	8084
5872	4862
6232	34681
91181	108
7170	37276
100126346	0
388701	4
25912	14098
9898	30656
10456	4510
89872	2
57198	10794
3570	232
126669	674
126668	62
55585	15536
1141	12932
103	56384
3782	1764
10654	6446
57326	8336
90780	8652
6464	4236
1163	1468
100423020	2
80308	6236
55891	14
51043	382
127579	148
149095	66
100505666	102
8751	8976
1945	324
1944	4232
1942	1492
55974	1392
54344	696
200185	2508
80128	13424
4582	272
693235	8
7059	6136
100129268	354
4580	1074
2630	1882
2629	2204
10712	6984
10067	7448
1196	11148
57657	10852
5313	24
2224	19904
284618	314
23623	33056
55870	25078
693140	4
645682	20
645676	512
55154	1774
55249	18940
7818	12654
100505728	126
100129405	1770
54856	15638
23208	84266
6016	7452
22889	15626
677823	4
677771	22
339403	4
9181	40826
6746	20876
56893	22040
28956	2678
57111	86
92312	68768
4000	11298
64218	3680
9673	7680
11243	5976
632	752
79957	2256
23381	30092
84283	1008
112770	1258
391104	18
7203	52396
100505747	524
128229	70
57127	72
10485	43554
100505765	17600
407046	18
4209	11022
128239	9134
164118	2
128240	3560
54865	6116
60484	766
63827	24402
10763	114540
1382	1220
81875	5726
51093	3986
79590	3206
3068	53814
5546	15610
9047	90
4914	84
3645	104
375033	1078
149499	114
9826	26332
768220	34
440695	2
2117	1732
360155	4
83416	0
83417	0
115352	152
79368	0
115350	0
922	4
55243	4654
100505785	8
646268	0
912	196
100505799	0
909	0
911	0
910	0
913	0
128360	0
391107	0
391109	0
343406	0
391112	0
128366	0
128367	0
128368	0
6708	616
81448	0
391114	0
128371	0
128372	0
81442	0
4332	92
646377	0
149628	8
3428	1998
9447	1144
57863	33412
100131825	568
2532	2156
2205	20
441911	0
26476	0
127385	0
325	0
1401	2
54935	458
343413	4
56833	776
284677	1218
391123	108
25790	460
8407	9906
57549	25900
89886	2
100505633	20
93183	3040
3766	10432
3765	4602
93185	22226
477	51294
480	80
844	1170
8682	132234
50717	22778
100505686	6938
100287049	2
100505665	172
5824	8676
1314	43306
474338	334
23385	10454
4807	9950
57216	57232
114836	8
8832	354
6504	0
962	4
57823	0
4063	0
51744	8
55600	0
142683	6
50848	5048
100131187	1904
7391	19362
257106	362
81607	2
126823	444
5202	10942
4817	4592
9191	5184
51506	8700
27005	10484
5498	5404
8703	8930
9507	410
4720	22858
2207	108
336	24
84134	5920
9970	458
654790	94
4359	392
6391	4372
257177	1770
100505703	96
2212	174
3310	534
2214	388
9103	2
3311	32
2215	10
2213	2
641311	2
84824	2
127943	46
11266	6324
22926	3960
25903	1000
9722	2746
693141	0
284680	264
400793	4968
117157	6
127933	7596
6675	4776
4921	664
51478	2610
339512	16
100287509	0
5999	84
8490	3952
100505773	164
83540	7268
5087	81044
100505795	4
4009	424
100505805	0
6258	48
400794	4
440699	0
4259	5852
100505828	224
223	9364
54499	8558
100147773	178
7371	4688
149297	736
100126349	0
116123	0
57645	26666
117143	5510
100505860	694
387597	712
84944	76
10223	8
92235	130
5451	956
919	202
8804	4832
92241	1334
100128751	0
9019	21648
55811	78
25874	4126
55827	10748
100313835	0
100329108	396
23432	10530
261726	11908
375035	948
84832	1270
100505900	2462
9095	330
693142	0
100505918	0
6846	0
6375	2
1805	10
79100	4
481	16936
29922	3920
8548	2206
57821	2182
10560	3342
2153	72
6403	192
6402	24
6401	126
92342	1134
55732	2608
57147	4234
22920	44554
149281	14
100422839	0
100423010	0
284688	0
92344	2712
5396	494
100127910	4
80133	2
646804	0
2328	4
100302178	0
388714	2
2327	10
2326	146
2329	90
7151	656
23215	33798
4653	12
8674	5932
51603	7494
26052	27154
406996	0
100422882	0
406977	2
100505991	530
92346	4
5279	2596
51430	18360
356	0
8995	14
7292	184
100506023	76
646870	0
9588	7844
284525	452
339416	4354
27252	6010
91687	1840
55157	4008
100506046	334
60674	17270
26769	88
26802	408
26774	270
26770	356
692198	126
26806	178
692197	112
692196	202
692195	14
619498	48
84614	354
462	30
149041	9294
9910	2064
9293	12
100506087	7122
27101	14608
100506117	1954
63931	2462
63923	402
9674	292
7143	3366
64326	12616
677679	8
60676	3208
460	27006
574441	0
57795	11634
100506128	28
89866	566
730102	588
100302401	196
9462	17044
400797	0
84066	0
400798	1560
55103	8982
9068	1712
9917	20584
64222	4604
27	14508
6646	4736
126859	12
7827	0
163589	380
100506206	0
148753	40
100506230	900
163590	6458
26092	6832
9857	16958
5768	10776
100506242	48
200058	896
89884	1656
84320	13530
100423032	0
9213	160590
57710	2038
10228	20742
3140	54
51278	15586
777	50098
127665	32
2752	33038
127670	32
388719	0
353299	4
6041	280
6004	3252
284648	22
85397	256
80896	470
1660	88722
81626	12
3915	13632
3918	500
23057	43846
100506298	290
9887	24400
4688	102
10092	18824
100292409	50
23179	16576
403314	8
23127	1552
116461	3546
81563	15888
80267	11020
100506336	0
116496	458
6045	7440
81627	3296
54823	4052
10625	77048
100288079	22
83872	698
10216	122
7175	41236
54953	4988
10896	80
5132	92
5743	356
5321	182
339479	2484
440704	0
100506420	0
64407	44
431704	28
5996	812
6003	6
5997	3144
100506438	590
51377	4338
6738	4400
51022	388
79577	8248
100302163	0
8707	8964
343450	5322
3075	4608
10878	4
3078	8
10877	2
3080	0
81494	8
2165	0
259266	15806
360023	10872
23418	6108
163486	602
388722	90
56956	1316
140609	2942
127124	8
5788	258
406955	0
406995	2
2494	48
339521	0
100506512	0
23528	7404
9928	4676
83479	4174
23271	39202
2848	4
55765	602
647215	2
23046	167220
100506546	656
779	54
647219	54
252839	12156
91156	12
5317	60
7139	32
3898	0
100506573	0
7135	28
23612	1160
1465	3022
100506590	0
376693	30
89796	43920
100302158	0
55705	44151
149345	1198
25802	352
10440	7142
6051	6632
100506636	154
100289488	110
1999	30
9283	52
127829	19074
5778	66
148713	64
59352	24
29089	3302
4660	15708
100128726	64
127833	1672
10765	52450
100506696	402
641515	34
148709	190
5877	2334
59349	10162
51094	5532
51706	5372
100506747	0
92703	7196
100507405	1762
8497	14054
4656	4
134	2366
4608	6
1116	18
1118	30
100506775	12
730227	12
7832	5280
2331	92
5549	484
26254	6
493	20560
677843	22
54900	0
9877	43166
100381270	2388
6635	9790
284573	2
9580	996
55224	2828
5972	0
3814	8
127845	6
22874	7734
100506823	4
100506838	0
127841	0
84919	15338
5287	25140
4194	23180
10446	6506
100506855	128
23114	35836
6900	23434
388730	1354
5929	6970
25778	8328
9911	19594
100506871	12
81788	1972
55220	14684
284576	256
93273	1252
100506918	2424
442891	48
284577	2505
5129	2722
284578	24
148808	762
100506969	4954
2005	1020
85414	1316
64710	96844
8934	738
254428	6540
100131354	142
148811	18
115019	2
100505630	160
729533	148
553	10
440712	4
100505650	18
1510	8
23380	40166
9641	344
574431	16
83593	390
1939	4654
8444	1798
9261	7886
3586	0
29949	0
50604	0
11009	2
9214	42
5284	0
83953	0
79098	14
55432	4526
5208	2046
725	8
722	14
100129101	18
1604	498
1380	0
1378	54
1379	10
4179	24768
407026	8
407025	0
148696	12
947	2866
5362	75838
100506899	0
642587	0
406988	0
57172	668
3914	146
100422894	0
50486	38
3290	0
80342	138
148304	320
3664	86
27042	6388
255928	2496
574036	110
56256	1168
55733	818
100505631	4
3756	946
55758	12452
7188	2314
84791	222
343035	86
7779	1366
4751	3908
9926	21568
25896	7690
51514	7828
100131205	34
100422947	8
5525	4592
692157	18
55248	4466
29937	1764
467	702
149647	0
55509	78
25936	6312
128387	3768
149643	12
642946	58
28982	3992
79805	16870
90806	6844
26750	10212
100505832	18
5629	206
56950	3502
5784	1132
1063	44230
648359	30
3776	3530
51133	16116
7399	94
2104	652
55105	2340
128153	212
51018	4958
7042	1898
127018	1724
55532	1200
728528	0
2058	35974
10380	4558
55699	15634
406997	14
406969	2
25782	15704
100302234	0
677818	2
6791	362
4139	19952
79762	5100
54996	1046
64757	2316
3142	410
400804	0
11221	1212
728417	44
79802	88
9015	2608
100506161	218
375056	13286
64853	3536
148362	3842
400823	8
84976	1930
7100	188
55061	3804
164127	12
388743	14
824	16036
7159	21654
100506213	0
441124	788
100288102	240
100287497	104
23219	7508
8560	5222
4931	10816
100313769	14
29097	1374
80232	31346
100506354	154
149111	8376
127602	1312
3930	23848
55740	47886
6726	27218
2052	1816
9725	1226
10637	102
29920	7484
7044	8
163859	4822
3020	42244
100506398	0
64746	10444
83881	10
286826	3820
142	70498
391169	58
375057	11840
3707	4884
100506443	0
5664	1576
100506460	390
56997	5424
8476	20766
100130466	2
339500	6082
100130093	478
65094	982
116841	7706
339501	0
7483	232
728728	12
89780	0
100506571	6
375	37866
79169	5610
100506628	530
128308	2282
2987	9626
57165	372
100506642	88
200205	4500
84033	26952
81559	4342
51127	450
8290	4
92815	1404
128312	78
149603	29140
100129094	8
100169751	0
100169753	0
100169754	0
100169755	0
100169756	0
100169757	0
100169758	0
100169759	0
100169760	0
100169761	0
100169762	0
100169763	0
100169764	0
100169765	0
100169766	0
100169767	0
574029	1044
100169768	0
58480	8704
5867	4674
10638	558
126731	38186
58	206
55746	17370
23456	5572
27097	6720
9816	4610
2590	21510
79605	8208
22796	4734
183	60
10753	120
84886	11384
79573	5946
64801	2026
375061	294
100302132	0
440730	15752
149373	4
128061	2926
8443	15166
149371	5336
83932	1934
54583	16864
645339	0
100303453	0
7257	4860
100287814	0
27185	0
27184	0
57568	19424
54627	2000
84284	2344
80003	7902
84451	1050
3775	766
148641	230
100506778	520
388753	1474
6894	23018
100506795	20
359948	39318
100302691	14
100506810	40
100130249	4
9804	55162
677802	26
23029	9898
51742	22158
9453	5969
6905	3938
148789	6795
2786	42692
1130	7446
100302139	8
4811	8326
7107	3354
56605	2844
128178	418
3964	2862
100287902	8
55127	11186
88	1568
100506876	0
4548	13988
6262	2642
100130331	0
57829	0
339535	76
100505872	64
1131	210
100506915	0
56776	10790
64388	368
100506929	12
6000	7382
100422856	0
2271	9476
8564	48
23596	1080
1122	20042
128025	12
9156	3540
440738	42
200150	328
731275	36
9859	80918
10806	11606
10000	76140
100506975	122
339529	94
10472	202204
440742	60
200159	2
159	13006
257044	96
51029	7784
116228	1444
284702	11620
3192	184258
84288	2500
55083	2760
64754	3252
100507030	0
64216	1586
163882	8968
51097	7978
100130097	406
149134	328
25909	11794
100507048	170
57116	1446
93474	2112
79862	4137
388759	302
7678	2383
317705	4
84838	9054
114548	138
127623	0
441932	0
148824	14
81472	4
148823	18
100507070	12
81470	0
81469	0
