Geneid	HISAT2 on data 4: aligned reads (BAM)
653606	0
729368	0
441873	0
440563	0
645359	0
401940	0
343068	0
391002	0
343070	0
400736	0
391003	0
654348	0
391001	0
729516	0
653619	0
729528	0
645414	0
391004	0
645425	0
126755	20
10630	264
7799	2338
23254	1028
200197	78
55092	614
114827	28
79180	2896
11330	4
63036	4
51032	18
842	822
23341	730
100507192	10
79814	32
645317	22
84301	20
6248	54
23207	30278
284723	248
388595	2
54751	376
440567	444
729614	346
23013	3132
7709	968
149563	882
27129	432
1187	6
1188	2
348487	336
1969	740
100506484	6
128272	82
79363	368
54455	622
26099	4556
374955	4
55707	1712
114819	687
26871	0
100506533	8
100133301	0
55672	1192
84809	1582
11209	115
26869	0
729574	0
284729	22
729587	0
6060	0
11223	53
100506687	70
26870	0
9696	1551
4237	20
23400	3788
6390	2108
11240	9532
400743	0
29943	0
51702	0
23569	42
353238	0
55920	1600
55160	2600
81569	0
84966	1536
127707	4
5081	28
80834	0
8659	9786
100302276	0
126917	1060
23352	4314
23065	918
51154	1626
246181	58
22977	162
100506730	602
8574	1690
54896	572
832	5522
644075	18
644083	0
440574	5088
4681	10954
3362	12
255104	274
54546	0
23252	852
30814	0
5320	0
5322	1360
26279	0
64600	0
391013	0
127733	116
127731	8
339505	20
55450	30650
79594	1000
163933	422
978	104
65018	16022
1650	2890
57576	590
400745	946
50809	7124
8672	3166
100302155	0
1889	4174
100506824	0
100506801	0
84224	85
249	1900
5909	4514
84196	1698
401944	6
3339	556
23436	0
10136	0
29092	192
998	4814
54361	92
9923	1102
2046	16
712	60
714	52
713	52
2048	442
100422914	0
646262	0
729059	0
23028	1450
100422866	0
7798	1552
3352	8
10236	3806
80818	654
148898	296
6920	270
55616	1434
1870	8
3399	2630
259283	4
729856	0
6135	12736
6924	1064
100506963	26
57095	2766
11313	898
2582	564
3155	1028
2517	350
1269	0
55629	36
10772	26
127294	0
58985	0
163702	80
284632	0
57822	4
90529	460
57185	2744
11123	62
100506985	92
400746	0
10250	2134
25932	6942
864	260
25949	2098
57035	2554
6007	44
23585	3528
6006	54
55219	780
26119	642
57134	856
100507013	4
57190	6335
56181	3110
646471	176
79000	40
164091	724
3925	9506
5051	540
2134	1720
7780	4
84676	8
149420	314
79927	104
100128346	16
51042	68
10256	160
378807	0
64793	308
83442	3352
91544	1220
1043	38
55057	0
257101	14
79727	0
79947	1072
3151	2284
6195	186
100302190	0
8289	2272
55650	536
84243	670
2810	8
54707	302
63906	412
8431	0
10726	4708
126695	0
646567	0
388610	714
115572	60
6548	1540
23038	2756
84065	2488
644961	44
84958	82
9064	738
8547	4
388611	0
2827	220
10163	2242
27245	1696
2268	458
2537	4824
199870	528
23673	4082
5511	1442
677774	0
9473	128
6118	1354
27293	0
55113	374
2140	114
653566	594
5724	8
22826	3254
93974	3140
83667	530
54797	212
65979	1078
8420	320
1104	164
6080	2
26768	18
54952	528
85028	298
692212	12
677838	40
677825	2
692073	16
115273	6
6883	558
26824	0
10691	100
51441	1078
4985	6
2035	480
399474	210
6429	2818
51102	918
10076	642
100288450	0
4146	14
100129196	20
7805	402
9672	25232
9698	2838
692234	0
692235	0
692200	0
28997	4
79570	118
9410	444
51538	2404
2170	932
347735	42
149086	0
284551	0
64129	2300
3061	28
553115	2350
1307	5816
576	8570
100423028	0
90853	4
8073	9966
100507229	12
10657	3156
55116	512
23633	1768
200081	1794
79140	622
55721	234
149069	30
100507457	92
56063	234
8668	3002
339483	412
84734	38
3932	120
3065	1898
65108	12486
100128071	222
81629	64
55108	4094
728116	66
653121	318
339487	526
5928	2920
81493	102
57648	1686
8565	2042
64766	832
252995	1354
3208	5538
113452	1968
127544	406
100505584	122
204	1820
113451	686
55223	566
149076	1924
1912	2624
7579	68
114784	354
127540	0
84970	0
693137	0
2709	12
127534	0
2707	28
2701	906
113444	1190
58512	2454
100506144	290
9204	676
79830	232
100506168	4568
6421	4608
9202	1880
79932	2988
23154	11456
339488	176
5690	1228
127703	1440
63967	42
192670	558
26523	1594
192669	208
27285	118
54936	692
1296	60
27095	1194
55700	4742
9967	3738
79729	120
55194	418
83931	1706
100506594	0
84967	952
127700	326
64960	1300
1441	12
2899	730
100422898	0
728431	74
80149	114
64769	2160
79753	272
7802	990
29889	752
284654	0
54955	424
55143	44
284656	522
149175	706
79693	396
127687	3666
4520	826
3633	1168
10946	1190
2275	526
51118	872
5453	280
64121	438
26292	320
100506806	0
81025	14
54933	164
79647	2696
4725	6060
23499	21512
100292290	0
643314	120
353500	491
728448	258
8761	1566
100506950	4
677834	2
26508	1858
84618	30
51440	6554
10450	1386
656	181
64064	4
100287437	0
54802	434
4610	60
84879	1544
10487	5988
5538	6012
6018	766
127391	2
10269	1900
1298	3670
100286988	40
64744	1758
65243	60
339559	268
64789	138
127396	158
9783	7224
100130557	176
4802	1152
407034	0
407031	0
9132	252
163732	142
1503	374
100507178	12
200172	6
22955	1180
100132074	34
1907	0
59269	270
100507198	90
2981	0
2980	0
22887	1642
284716	836
84217	176
79717	886
100507214	18
728621	112
10465	322
100507252	30
4904	5840
149461	0
64175	468
79078	350
100129924	2
100507268	0
374969	434
114625	636
51058	234
6513	9358
440584	54
440585	0
10969	1108
149465	2
100506711	30
128218	202
149466	0
7075	906
4352	94
991	22
64834	1368
112950	810
149469	16
23334	1402
81888	80
5792	5558
9682	970
100132774	26
6487	1660
9048	18
9670	2832
1802	514
533	2992
8704	4192
149473	648
6536	520
128209	20
100129492	6
55929	1412
79033	4260
55182	3922
79639	390
339541	262
26830	0
11004	32
6202	11030
26811	16
94161	10
94162	22
94163	34
266675	20
1263	342
343521	2
149478	74
8643	424
8891	552
100507337	2
79654	1214
7389	2206
57643	476
400752	72
84842	106
4595	498
114034	278
10420	408
126661	482
25974	218
5052	12730
10327	1302
4678	2794
149483	30
60313	2522
728963	2
51249	618
3652	334
23139	2166
8503	1066
100133124	0
10103	32
100507408	0
55624	3466
541468	140
8438	74
10489	1950
7388	4396
387338	506
2166	1100
729041	10
127343	0
100507423	8
148930	52
8569	782
148932	574
64756	5896
374973	0
9813	7522
100129898	0
1580	18
163720	2
1579	0
260293	588
199974	22
284541	0
10158	16
6886	70
6491	66
51727	5276
2301	4
84793	88
2306	70
388630	176
100507479	28
391037	0
200010	16
54558	866
84871	78
79656	424
1996	130
63950	4
11124	1070
1031	684
284546	0
26994	10202
22996	32
2060	7740
114883	2142
4898	3562
100313892	0
5865	92
51060	1510
112970	100
91408	1134
9372	1538
200014	1488
4998	8
84950	2014
23318	1268
2882	132
348378	6
65260	248
79699	1704
440590	0
55268	1668
6342	4688
127435	530
6512	34
1376	730
54987	1594
4116	588
100507564	292
7804	988
163742	0
63948	0
148979	86
55706	382
54432	532
1733	0
51668	618
115353	374
388633	0
9528	6420
127428	440
200008	8
606495	140
51253	1086
23648	1672
619518	0
26027	452
338094	102
374977	998
7268	1070
25973	118
55001	6
163747	0
1718	2006
199964	4
7809	0
255738	16
23358	3618
100507634	14
100507652	0
8613	16930
5563	656
199920	8
731	0
732	0
1600	142
115209	484
4070	4
114803	190
3725	4194
100131060	46
729467	0
55277	436
51361	270
1573	1230
127795	6
4774	4524
83941	1110
10207	468
100422902	0
100422946	0
54596	12
163782	46
7398	1300
85440	2762
27329	4
100507664	0
84938	672
27022	0
29929	284
23421	202
84455	366
79469	8
5236	4376
4919	40
148581	6
57685	2424
55225	1408
3716	3814
406893	0
205	5458
9829	2418
100505510	0
3953	1276
54741	3956
5142	3126
84251	1872
100422871	0
200132	62
10022	12
79819	104
57708	1236
23169	670
400757	4
149233	0
3595	40
26135	4750
1647	686
55970	2278
100289178	70
9077	192
79971	5002
100302279	0
6121	96
55635	0
57554	334
5301	0
55631	870
9295	3614
81573	1030
11147	574
1491	300
5733	64
100132618	14
9406	3288
406962	12
257194	1522
127255	6
8790	312
51086	252
127254	480
1429	944
127253	606
431707	0
204962	332
34	3848
5876	1444
692085	6
26805	2
26804	6
4438	24
127247	0
100505563	0
256435	472
81849	476
256483	2
10026	982
26289	2406
26009	858
23032	3118
374986	829
653631	286
374987	2
91624	236
8880	1322
11080	1342
54810	72
149047	0
5737	80
10964	1512
10561	772
64123	1342
23266	896
79739	784
5567	6594
148418	40
391051	8
58511	0
80135	624
2787	1866
100505741	10
1486	486
439927	0
117178	2484
23566	192
255231	30
55283	32
126820	12
84144	28
148423	986
8915	340
646626	6
23576	22090
3491	2410
54680	1100
255631	254
57489	648
9635	0
1179	0
22802	164
9629	0
51100	3976
9403	5436
9653	2222
339524	138
8543	7410
100505768	4
5586	1560
2959	522
56267	838
494115	1150
2635	423
2633	394
2634	402
388646	4
115361	478
115362	100
163351	2
400759	50
23507	1220
400761	74
84230	1056
55144	866
492303	42
284695	1410
343472	0
100505821	400
100505809	48
100505840	0
84146	1256
100505857	44
164045	120
8317	296
343477	12
7049	1480
676	30
253152	214
284697	24
23285	1152
388649	16
11146	234
79871	162
2672	30
7813	746
6125	11032
6083	0
26782	8
388650	1054
22823	650
50999	1712
343099	90
100131564	350
1810	1046
54874	1502
8412	828
100129046	0
100126348	0
30836	1208
2730	352
100505924	0
24	46
9411	3276
100505940	0
5825	2836
2152	7972
126969	542
1266	10694
729970	342
199857	188
148534	1726
25950	764
440594	0
58155	1636
1806	390
400765	14
406928	0
51375	544
163404	300
100129620	24
9890	1138
54873	556
391059	0
178	1752
730081	8
23443	182
64645	1362
163786	130
54482	514
127495	72
1629	1304
100506007	80
8634	1133
693138	0
8556	602
54112	96
7412	378
2135	856
148867	560
51611	528
100506051	70
100506029	252
1901	9332
118427	350
94236	0
1301	1636
55599	406
280	809
648740	74
279	6
276	2
277	21
278	6
100129138	0
55170	456
22854	258
10451	456
29957	474
148545	0
100507044	0
400768	0
653149	0
284611	620
113802	158
55119	2156
163479	0
6814	2596
254268	4
642864	0
29899	1668
23155	1504
22911	2036
6884	874
56900	2332
677766	0
127003	128
57535	462
6301	3820
1952	4652
84722	782
343263	32
6272	6752
5686	1190
284612	190
127002	490
284613	686
57463	494
83873	64
2773	1968
406974	0
2780	6
271	3664
2948	1546
2946	2428
2944	4620
100506210	404
2949	2396
2947	10954
79574	12
1435	654
10768	34098
85369	1096
257	154
164153	82
388662	3312
100130800	0
3749	1438
100506257	96
64783	156
9122	342
10542	2770
84432	2
643160	2
3744	0
3737	118
3738	20
963	262
100506293	8
55791	448
128338	676
10390	1042
79961	48
1117	20
149620	0
27159	0
128344	202
441897	0
5016	154
79084	864
515	4816
128346	78
140	32
100129269	4
5906	2348
55924	1768
100506343	44
11218	320
3752	188
643355	160
55917	836
100422976	0
7482	30
54879	428
829	2314
4343	926
389	6462
333926	132
284467	16
128322	0
6566	4300
246182	0
100506392	64
9860	158
260425	954
10745	476
54665	750
26191	106
100287722	6
440603	38
10717	564
64858	288
204851	3608
56944	462
148281	122
51592	2200
10286	1210
163259	88
270	0
4893	1368
7812	15896
80143	1106
6847	0
7252	0
10100	168
4803	42
100506434	10
81839	248
845	844
4808	20
55356	424
126868	4
476	4880
84852	88
100506459	12
965	276
3321	334
100302117	0
914	110
5738	1202
9398	74
8458	72
100126331	0
80263	400
100506478	2
79679	4
10905	976
54855	210
54834	258
10885	514
200162	22
6913	206
10352	238
51179	0
3284	0
3283	0
441900	2
128102	16
644242	48
90874	150
26227	9146
3158	0
83998	0
343505	0
11085	0
4853	5500
100506528	120
100132913	0
653820	0
100132314	0
337875	10
2210	2
647121	8
100423008	0
375010	3
100422949	2
100132733	0
100422844	0
100130000	8
100286793	60
100287981	114
644591	0
728833	0
647135	30
728841	0
728855	0
730256	2
653505	0
728875	72
767846	20
400818	152
653513	222
9659	8358
100505971	736
9554	1594
440672	134
388677	1038
100132406	401
100505987	24
148738	0
10628	10622
84265	1264
284615	546
128077	490
9939	846
114814	1390
8799	860
8515	742
148741	1056
10401	1168
200035	150
10623	256
27246	588
11126	242
5174	14
653519	102
728932	2
728939	0
26864	0
200030	15
100506011	0
100506032	104
100505723	0
100505752	0
149013	48
100505770	34
728989	38
5565	1412
100505794	320
171423	562
2330	144
9557	1506
100289211	0
607	1202
51205	502
2702	330
2703	4
51463	30
100312957	0
728912	2
100505824	0
284561	0
100132057	4
100505885	22
388685	0
100132999	14
164022	4
25832	244
729086	76
645142	2
100288142	204
284565	71
730262	0
728936	15
728945	0
642691	4
645166	180
26863	0
388692	134
645262	0
100132417	0
100507552	0
653598	4
642441	22
100288037	4
644634	2
440689	24
2209	4
653604	0
8370	0
126961	0
8337	8
100132909	210
337873	5
723790	6
333932	0
554313	0
8349	840
8338	4
317772	0
51027	392
100507640	0
9900	4826
10262	460
10903	376
56957	1578
11311	2222
51177	2752
81611	5856
23632	224
51107	3880
79630	792
148523	292
54460	2640
9129	1320
23248	1626
80222	1058
1893	486
54507	92
100422997	2
4170	6242
2029	8104
55204	452
84072	0
1520	142
1513	230
100289153	0
405	1182
9869	900
29956	3190
8416	394
55793	972
58497	576
149428	18
54964	188
56882	2628
10962	2500
126626	244
10500	1074
79626	28
388695	394
79005	700
29765	8
6944	1404
8394	1274
5710	4058
100507670	0
57592	1330
5298	2646
5993	1418
100505481	42
8991	4256
100505497	10
5692	2140
23126	3268
100505516	6
57530	186
7286	136
693139	0
81609	2634
11189	3848
284485	74
65005	724
51686	78
11022	482
339398	0
6097	20
100191040	2
100132111	18
284486	70
100505537	74
117145	372
6281	1244
6282	888
100131107	0
126637	0
7062	30
126638	0
388697	2
2312	144
339400	202
388698	0
49860	0
254910	6
54544	0
353145	0
84648	0
353144	0
353143	0
353142	0
353141	0
353140	0
26239	0
353139	0
199834	0
100129271	0
448834	4
353137	0
353135	2
353134	0
353133	0
353132	0
353131	0
448835	0
4184	10
3713	0
163778	0
6698	0
6707	0
6699	0
6703	0
6700	0
6701	0
6704	0
6705	0
6702	0
6706	4
149018	0
4014	14
114771	0
57115	0
6280	22
6283	0
6279	44
338324	0
645922	0
6278	0
100505623	12
6277	4108
6276	30
6275	436
6274	2
6273	20
140576	4408
57402	44
6284	5524
6271	19534
26097	1206
23557	1234
3608	2590
4881	42
65123	2968
11000	382
343052	4
57459	1600
9909	2574
200186	1162
27173	1892
148327	130
10899	3106
5872	2096
6232	13320
91181	24
7170	5704
100126346	0
388701	0
25912	6586
9898	2618
10456	2102
89872	0
57198	1776
3570	182
126669	394
126668	42
55585	2424
1141	798
103	6532
3782	298
10654	3752
57326	16540
90780	1570
6464	1884
1163	150
100423020	4
80308	604
55891	0
51043	1258
127579	36
149095	2
100505666	0
8751	2082
1945	56
1944	568
1942	442
55974	418
54344	734
200185	1522
80128	738
4582	124
693235	8
7059	878
100129268	70
4580	330
2630	452
2629	842
10712	942
10067	1398
1196	808
57657	168
5313	8
2224	2228
284618	28
23623	1438
55870	4290
693140	0
645682	0
645676	42
55154	238
55249	1596
7818	1336
100505728	10
100129405	54
54856	826
23208	17272
6016	1118
22889	1448
677823	2
677771	0
339403	6
9181	2040
6746	2272
56893	3260
28956	1048
57111	0
92312	136
4000	2728
64218	2160
9673	1662
11243	884
632	192
79957	27214
23381	3988
84283	238
112770	428
391104	4
7203	4088
100505747	30
128229	14
57127	6
10485	33298
100505765	1158
407046	10
4209	2960
128239	12
164118	2
128240	2728
54865	1052
60484	588
63827	20782
10763	2354
1382	362
81875	500
51093	618
79590	1448
3068	5920
5546	1486
9047	98
4914	56
3645	22
375033	1072
149499	12
9826	2338
768220	0
440695	0
2117	168
360155	0
83416	0
83417	0
115352	14
79368	4
115350	26
922	0
55243	278
100505785	0
646268	0
912	6
100505799	4
909	0
911	12
910	0
913	0
128360	0
391107	0
391109	0
343406	0
391112	0
128366	0
128367	0
128368	0
6708	18
81448	0
391114	0
128371	0
128372	0
81442	0
4332	318
646377	0
149628	58
3428	810
9447	2
57863	4484
100131825	32
2532	178
2205	8
441911	0
26476	0
127385	0
325	0
1401	0
54935	442
343413	40
56833	34
284677	214
391123	6
25790	0
8407	3814
57549	18
89886	2
100505633	4
93183	342
3766	15602
3765	1238
93185	4628
477	151481
480	36
844	268
8682	57054
50717	4640
100505686	424
100287049	0
100505665	12
5824	3256
1314	4696
474338	64
23385	2194
4807	16
57216	1116
114836	28
8832	44
6504	12
962	164
57823	94
4063	30
51744	58
55600	2
142683	0
50848	342
100131187	306
7391	1434
257106	146
81607	0
126823	562
5202	2346
4817	746
9191	754
51506	3594
27005	1024
5498	736
8703	974
9507	264
4720	2478
2207	56
336	0
84134	1038
9970	62
654790	508
4359	134
6391	2960
257177	704
100505703	26
2212	18
3310	24
2214	234
9103	4
3311	26
2215	18
2213	10
641311	0
84824	22
127943	28
11266	364
22926	438
25903	140
9722	360
693141	2
284680	8
400793	142
117157	56
127933	3326
6675	928
4921	328
51478	314
339512	6
100287509	0
5999	3862
8490	43868
100505773	24
83540	52
5087	3628
100505795	0
4009	0
100505805	0
6258	844
400794	0
440699	12
4259	4922
100505828	6
223	6376
54499	2816
100147773	18
7371	144
149297	12
100126349	0
116123	0
57645	3192
117143	450
100505860	416
387597	158
84944	42
10223	16
92235	18
5451	208
919	270
8804	1782
92241	524
100128751	0
9019	2576
55811	10
25874	1858
55827	1940
100313835	0
100329108	136
23432	136
261726	1012
375035	88
84832	110
100505900	238
9095	22
693142	0
100505918	0
6846	12
6375	18
1805	12
79100	0
481	4674
29922	310
8548	378
57821	246
10560	450
2153	40
6403	0
6402	106
6401	56
92342	144
55732	46
57147	284
22920	2702
149281	0
100422839	0
100423010	0
284688	0
92344	244
5396	1556
100127910	26
80133	0
646804	0
2328	190
100302178	0
388714	0
2327	40
2326	16
2329	72
7151	14
23215	3886
4653	0
8674	2044
51603	698
26052	2724
406996	0
100422882	0
406977	4
100505991	90
92346	0
5279	394
51430	1510
356	18
8995	2
7292	60
100506023	38
646870	0
9588	13808
284525	36
339416	220
27252	688
91687	84
55157	376
100506046	16
60674	2420
26769	18
26802	56
26774	44
26770	20
692198	4
26806	0
692197	0
692196	6
692195	0
619498	0
84614	14
462	12
149041	940
9910	286
9293	2
100506087	1280
27101	2838
100506117	720
63931	1014
63923	8
9674	604
7143	1366
64326	696
677679	0
60676	14
460	5574
574441	0
57795	3556
100506128	38
89866	260
730102	376
100302401	30
9462	1096
400797	0
84066	0
400798	22
55103	184
9068	386
9917	2612
64222	626
27	844
6646	380
126859	0
7827	0
163589	14
100506206	0
148753	100
100506230	426
163590	426
26092	3570
9857	1800
5768	976
100506242	2
200058	228
89884	62
84320	466
100423032	0
9213	1432
57710	320
10228	1514
3140	456
51278	486
777	386
127665	0
2752	281886
127670	0
388719	0
353299	2
6041	350
6004	234
284648	38
85397	4
80896	442
1660	3984
81626	0
3915	2262
3918	48
23057	1778
100506298	28
9887	2890
4688	66
10092	2070
100292409	0
23179	2826
403314	0
23127	2602
116461	906
81563	4520
80267	1430
100506336	0
116496	468
6045	454
81627	664
54823	236
10625	2660
100288079	0
83872	98
10216	16
7175	2682
54953	1210
10896	6
5132	0
5743	178
5321	260
339479	1106
440704	0
100506420	0
64407	16
431704	0
5996	368
6003	0
5997	376
100506438	190
51377	646
6738	638
51022	162
79577	1362
100302163	0
8707	522
343450	436
3075	2094
10878	6
3078	2
10877	0
3080	0
81494	0
2165	0
259266	4
360023	994
23418	1254
163486	112
388722	62
56956	0
140609	4598
127124	0
5788	696
406955	0
406995	0
2494	0
339521	2
100506512	4
23528	214
9928	4
83479	426
23271	4038
2848	0
55765	202
647215	0
23046	5216
100506546	46
779	96
647219	10
252839	4608
91156	328
5317	48
7139	768
3898	4
100506573	0
7135	0
23612	1088
1465	47794
100506590	0
376693	42
89796	4390
100302158	0
55705	3072
149345	4108
25802	1888
10440	1326
6051	1014
100506636	16
100289488	8
1999	12
9283	13382
127829	4034
5778	56
148713	26
59352	734
29089	108
4660	4396
100128726	18
127833	118
10765	1324
100506696	294
641515	8
148709	52
5877	522
59349	1340
51094	3052
51706	1898
100506747	0
92703	880
100507405	278
8497	2932
4656	0
134	3068
4608	8
1116	722
1118	8
100506775	4
730227	4
7832	3856
2331	290
5549	5430
26254	4
493	5838
677843	4
54900	0
9877	3266
100381270	172
6635	886
284573	4
9580	1202
55224	816
5972	12
3814	16
127845	38
22874	4316
100506823	0
100506838	0
127841	2
84919	1656
5287	1118
4194	1944
10446	1126
100506855	10
23114	3740
6900	3064
388730	130
5929	564
25778	1614
9911	2974
100506871	0
81788	14
55220	138
284576	0
93273	2
100506918	30
442891	0
284577	0
5129	2694
284578	176
148808	1776
100506969	1000
2005	46
85414	126
64710	18568
8934	1342
254428	2970
100131354	70
148811	2
115019	26
100505630	6
729533	4
553	0
440712	0
100505650	0
1510	0
23380	818
9641	78
574431	0
83593	380
1939	1004
8444	96
9261	2304
3586	8
29949	0
50604	0
11009	4
9214	76
5284	0
83953	0
79098	8
55432	448
5208	1896
725	0
722	0
100129101	4
1604	516
1380	2
1378	4
1379	0
4179	3868
407026	92
407025	18
148696	4
947	1672
5362	1832
100506899	0
642587	0
406988	0
57172	1032
3914	130
100422894	0
50486	140
3290	110
80342	84
148304	36
3664	18
27042	322
255928	142
574036	66
56256	26
55733	176
100505631	0
3756	436
55758	1318
7188	602
84791	70
343035	0
7779	676
4751	22
9926	1370
25896	386
51514	12
100131205	18
100422947	0
5525	3680
692157	8
55248	450
29937	1986
467	350
149647	6
55509	158
25936	1218
128387	774
149643	16
642946	36
28982	120
79805	58
90806	1356
26750	984
100505832	40
5629	48
56950	800
5784	812
1063	16
648359	30
3776	310
51133	2574
7399	10
2104	272
55105	134
128153	0
51018	570
7042	2322
127018	856
55532	1134
728528	0
2058	2706
10380	698
55699	3734
406997	0
406969	0
25782	1452
100302234	0
677818	0
6791	12
4139	914
79762	2898
54996	634
64757	746
3142	70
400804	0
11221	146
728417	2
79802	0
9015	154
100506161	36
375056	1660
64853	854
148362	262
400823	0
84976	262
7100	40
55061	894
164127	0
388743	32
824	6760
7159	8552
100506213	0
441124	221
100288102	10
100287497	38
23219	894
8560	2060
4931	392
100313769	0
29097	426
80232	3452
100506354	70
149111	324
127602	50
3930	1362
55740	5580
6726	7470
2052	7608
9725	1358
10637	52
29920	2840
7044	36
163859	824
3020	2833
100506398	0
64746	1246
83881	0
286826	102
142	7262
391169	2
375057	1170
3707	11476
100506443	0
5664	854
100506460	122
56997	1014
8476	4776
100130466	4
339500	460
100130093	50
65094	310
116841	1300
339501	0
7483	4
728728	0
89780	0
100506571	0
375	9748
79169	690
100506628	86
128308	906
2987	18558
57165	158
100506642	52
200205	488
84033	1254
81559	542
51127	242
8290	0
92815	114
128312	0
149603	6120
100129094	0
100169751	0
100169753	0
100169754	0
100169755	0
100169756	0
100169757	0
100169758	0
100169759	0
100169760	0
100169761	0
100169762	0
100169763	0
100169764	0
100169765	0
100169766	0
100169767	0
574029	8
100169768	0
58480	1924
5867	1986
10638	340
126731	1446
58	26
55746	1740
23456	626
27097	880
9816	292
2590	3040
79605	1456
22796	892
183	16740
10753	48
84886	5586
79573	358
64801	764
375061	452
100302132	0
440730	192
149373	0
128061	248
8443	1676
149371	388
83932	200
54583	3958
645339	0
100303453	0
7257	1152
100287814	0
27185	8
27184	0
57568	1874
54627	122
84284	1246
80003	866
84451	118
3775	746
148641	234
100506778	112
388753	644
6894	1518
100506795	274
359948	3600
100302691	8
100506810	6
100130249	0
9804	5108
677802	0
23029	898
51742	1400
9453	981
6905	436
148789	580
2786	1828
1130	1284
100302139	0
4811	1364
7107	3840
56605	884
128178	24
3964	254
100287902	0
55127	870
88	768
100506876	0
4548	1296
6262	632
100130331	26
57829	0
339535	104
100505872	8
1131	38
100506915	0
56776	4276
64388	104
100506929	0
6000	1026
100422856	0
2271	1688
8564	58
23596	42
1122	740
128025	0
9156	16
440738	8
200150	62
731275	12
9859	830
10806	1044
10000	980
100506975	0
339529	46
10472	5800
440742	8
200159	6
159	1264
257044	24
51029	658
116228	440
284702	1540
3192	12032
84288	1116
55083	346
64754	426
100507030	0
64216	144
163882	926
51097	2282
100130097	46
149134	48
25909	1086
100507048	0
57116	10
93474	88
79862	64
388759	60
7678	30
317705	0
84838	388
114548	86
127623	0
441932	0
148824	6
81472	0
148823	0
100507070	0
81470	0
81469	0
441933	0
343169	0
26188	0
284532	0
391189	0
25893	76
343171	16
343172	0
284521	48
391190	0
391191	0
26247	0
26246	4
391192	0
388762	0
127059	0
391194	0
127062	0
26245	0
391195	0
127064	0
391196	0
127066	0
127074	0
254879	0
26696	0
401992	0
343173	0
401993	0
391211	0
343563	0
127068	0
127069	0
127077	0
403244	0
403239	0
401994	12
80851	1472
100422879	2
79894	1192
55657	1542
267002	140
347688	2
10771	7488
22982	1874
100506940	0
414235	20
23185	1412
100288619	4
23560	930
91734	82
55853	248
3422	4248
22884	1016
399706	12
105	328
100507019	12
642384	68
642394	6
5214	5114
10531	2938
100507034	70
1316	2080
100507059	0
100216001	0
338588	0
83592	44
389932	0
1645	216
1646	64
8644	1166
340811	0
1109	2
114131	0
79861	0
10276	2256
51806	0
810	22
79754	902
54906	1164
2665	4088
54522	214
84893	1608
3601	58
3559	4
84991	4414
5209	5446
100422989	0
399716	4
5588	188
439949	146
100507127	6
57713	220
80760	5646
3698	234
22944	218
509	3950
83860	364
399717	4
2625	0
100507143	0
100507163	0
207107	112
254312	0
