Geneid	HISAT2 on data 1: aligned reads (BAM)
1802	3908
533	16172
8704	19932
149473	2164
6536	3384
128209	2
100129492	44
55929	8868
79033	9840
55182	17564
79639	696
339541	424
26830	0
11004	3378
6202	116952
26811	136
94161	104
94162	120
94163	120
266675	180
1263	2386
343521	22
149478	258
8643	9654
8891	4742
100507337	20
79654	18088
7389	4508
57643	13682
400752	128
84842	352
4595	4140
114034	1596
10420	274
126661	784
25974	1430
5052	20518
10327	12960
4678	44410
149483	116
60313	10092
728963	148
51249	3082
3652	2858
23139	44832
8503	17434
100133124	6
10103	210
100507408	0
55624	13204
541468	134
8438	1432
10489	11902
7388	16550
387338	3538
2166	5798
729041	42
127343	0
100507423	80
148930	20
8569	2086
148932	312
64756	8202
374973	0
9813	8282
100129898	0
1580	0
163720	4
1579	80
260293	2408
199974	30
284541	5
10158	0
6886	390
6491	3200
51727	17982
2301	12
84793	18
2306	14
388630	38
100507479	2
391037	0
200010	12
54558	850
84871	264
79656	2864
1996	11630
63950	3170
11124	6110
1031	2496
284546	0
26994	23246
22996	48
2060	11232
114883	8146
4898	28360
100313892	0
5865	3930
51060	4542
112970	1376
91408	15782
9372	14120
200014	8358
4998	994
84950	12126
23318	24832
2882	1022
348378	16
65260	5124
79699	28664
440590	60
55268	1570
6342	7396
127435	324
6512	6
1376	1514
54987	4778
4116	2552
100507564	4378
7804	46026
163742	4
63948	20
148979	70
55706	7632
54432	2244
1733	8
51668	1770
115353	4056
388633	0
9528	18368
127428	2208
200008	12
606495	1432
51253	8016
23648	42138
619518	416
26027	130
338094	18
374977	586
7268	4690
25973	568
55001	32
163747	10
1718	29180
199964	28
7809	4
255738	2872
23358	31596
100507634	98
100507652	0
8613	8862
5563	5604
199920	2
731	0
732	4
1600	20774
115209	570
4070	0
114803	3842
3725	22778
100131060	68
729467	0
55277	442
51361	1588
1573	86
127795	4
4774	31468
83941	2170
10207	3782
100422902	0
100422946	0
54596	26
163782	160
7398	15650
85440	23740
27329	56
100507664	28
84938	1720
27022	0
29929	2282
23421	1240
84455	5312
79469	912
5236	2474
4919	458
148581	0
57685	9822
55225	10286
3716	16064
406893	0
205	2064
9829	31862
100505510	118
3953	1624
54741	6532
5142	11892
84251	11364
100422871	10
200132	86
10022	2
79819	330
57708	8678
23169	6650
400757	4
149233	0
3595	290
26135	61556
1647	2072
55970	3918
100289178	140
9077	436
79971	8302
100302279	2
6121	0
55635	1874
57554	26882
5301	28
55631	9456
9295	47156
81573	12588
11147	364
1491	952
5733	120
100132618	542
9406	27520
406962	212
257194	11632
127255	46
8790	1660
51086	972
127254	4840
1429	1238
127253	1078
431707	0
204962	25500
34	7490
5876	4772
692085	42
26805	52
26804	94
4438	160
127247	0
100505563	0
256435	2312
81849	1540
256483	82
10026	3912
26289	2334
26009	10170
23032	26735
374986	4826
653631	1748
374987	60
91624	216
8880	46130
11080	3124
54810	52
149047	0
5737	198
10964	1022
10561	4352
64123	738
23266	14808
79739	21600
5567	87452
148418	158
391051	6
58511	0
80135	4488
2787	3696
100505741	54
1486	568
439927	2
117178	27936
23566	10
255231	0
55283	0
126820	0
84144	50
148423	6384
8915	2442
646626	20
23576	14640
3491	5642
54680	5084
255631	362
57489	7859
9635	0
1179	0
22802	2
9629	2
51100	29837
9403	8952
9653	9196
339524	606
8543	123716
100505768	40
5586	11218
2959	3540
56267	2496
494115	8242
2635	42
2633	14
2634	14
388646	6
115361	308
115362	12
163351	46
400759	0
23507	8218
400761	74
84230	2024
55144	8734
492303	146
284695	15334
343472	10
100505821	8
100505809	10
100505840	0
84146	21188
100505857	608
164045	1450
8317	5876
343477	138
7049	268
676	12
253152	774
284697	806
23285	10850
388649	88
11146	1962
79871	3138
2672	16
7813	3646
6125	132950
6083	80
26782	106
388650	3014
22823	13582
50999	7030
343099	1380
100131564	1974
1810	15540
54874	115524
8412	1120
100129046	20
100126348	90
30836	7904
2730	1134
100505924	0
24	66
9411	1694
100505940	0
5825	14376
2152	3135
126969	88
1266	28790
729970	634
199857	532
148534	866
25950	1104
440594	0
58155	28224
1806	954
400765	2040
406928	76
51375	8062
163404	18124
100129620	296
9890	53674
54873	7888
391059	74
178	7552
730081	52
23443	2340
64645	10176
163786	2440
54482	6412
127495	616
1629	6358
100506007	181
8634	7276
693138	10
8556	708
54112	376
7412	1600
2135	5936
148867	6834
51611	4242
100506051	744
100506029	912
1901	3872
118427	4494
94236	2
1301	13088
55599	6946
280	3044
648740	682
279	24
276	3
277	32
278	11
100129138	46
55170	2778
22854	524
10451	236
29957	3476
148545	0
100507044	0
400768	0
653149	0
284611	9116
113802	2288
55119	17598
163479	8
6814	3012
254268	320
642864	10
29899	4408
23155	9652
22911	69266
6884	2156
56900	13958
677766	160
127003	286
57535	17470
6301	32102
1952	89526
84722	4700
343263	32
6272	27214
5686	6184
284612	12
127002	3648
284613	5312
57463	3628
83873	292
2773	19302
406974	6
2780	16
271	13630
2948	796
2946	2844
2944	2866
100506210	406
2949	1318
2947	9397
79574	8
1435	510
10768	18058
85369	20784
257	576
164153	30
388662	8596
100130800	8
3749	2964
100506257	390
64783	3104
9122	1130
10542	6548
84432	6
643160	0
3744	0
3737	786
3738	1762
963	286
100506293	98
55791	3186
128338	3362
10390	4154
79961	20
1117	0
149620	0
27159	0
128344	8
441897	0
5016	496
79084	5368
515	14012
128346	372
140	298
100129269	16
5906	4698
55924	1846
100506343	352
11218	4540
3752	1824
643355	208
55917	25554
100422976	10
7482	1044
54879	3644
829	9814
4343	2260
389	2712
333926	796
284467	14
128322	0
6566	9314
246182	184
100506392	964
9860	5898
260425	10964
10745	6376
54665	15922
26191	26
100287722	510
440603	404
10717	6874
64858	4778
204851	19224
56944	1138
148281	15382
51592	28628
10286	4722
163259	470
270	0
4893	18482
7812	119808
80143	8670
6847	16
7252	14
10100	6500
4803	30
100506434	4
81839	1958
845	0
4808	332
55356	728
126868	2
476	49522
84852	252
100506459	24
965	234
3321	74358
100302117	0
914	4
5738	22204
9398	1126
8458	1570
100126331	4
80263	3980
100506478	90
79679	156
10905	10274
54855	242
54834	4084
10885	8980
200162	178
6913	166
10352	1904
51179	0
3284	4
3283	0
441900	2
128102	116
644242	306
90874	9350
26227	4928
3158	0
83998	0
343505	2
11085	0
4853	18170
100506528	134
100132913	222
653820	250
100132314	38
337875	166
2210	34
647121	190
100423008	0
375010	1
100422949	8
100132733	52
100422844	0
100130000	8
100286793	96
100287981	182
644591	16
728833	110
647135	4360
728841	38
728855	2
730256	4
653505	0
728875	52
767846	272
400818	2681
653513	756
9659	68194
100505971	490
9554	7668
440672	1478
388677	1092
100132406	1918
100505987	248
148738	10
10628	15278
84265	3380
284615	4032
128077	4142
9939	12106
114814	10278
8799	5384
8515	564
148741	734
10401	4956
200035	898
10623	4724
27246	3734
11126	454
5174	130
653519	624
728932	40
728939	10
26864	0
200030	426
100506011	0
100506032	1085
100505723	0
100505752	6
149013	1029
100505770	212
728989	406
5565	19026
100505794	1228
171423	2088
2330	260
9557	2368
100289211	4
607	33222
51205	542
2702	188
2703	0
51463	250
100312957	0
728912	34
100505824	0
284561	10
100132057	2
100505885	20
388685	6
100132999	24
164022	6
25832	2031
729086	874
645142	0
100288142	1155
284565	3208
730262	0
728936	113
728945	0
642691	0
645166	656
26863	6
388692	240
645262	2
100132417	36
100507552	58
653598	0
642441	40
100288037	8
644634	12
440689	281
2209	84
653604	13
8370	9
126961	4
8337	26
100132909	2370
337873	109
723790	18
333932	6
554313	7
8349	4225
8338	56
317772	6
51027	1248
100507640	2
9900	43090
10262	6182
10903	1220
56957	2856
11311	10516
51177	12122
81611	9862
23632	872
51107	17662
79630	286
148523	1488
54460	9390
9129	12328
23248	24280
80222	4454
1893	1056
54507	302
100422997	2
4170	38932
2029	24850
55204	2310
84072	8
1520	220
1513	570
100289153	2
405	8152
9869	16244
29956	7902
8416	1098
55793	3622
58497	6512
149428	118
54964	1282
56882	15552
10962	91136
126626	1902
10500	30968
79626	128
388695	4418
79005	3982
29765	140
6944	14340
8394	11570
5710	15498
100507670	150
57592	5368
5298	12294
5993	6630
100505481	166
8991	688
100505497	50
5692	8704
23126	58126
100505516	340
57530	520
7286	1744
693139	0
81609	28112
11189	83052
284485	40
65005	4390
51686	350
11022	5594
339398	4
6097	8
100191040	46
100132111	76
284486	52
100505537	42
117145	436
6281	338
6282	384
100131107	0
126637	0
7062	180
126638	0
388697	166
2312	2892
339400	984
388698	60
49860	0
254910	4
54544	0
353145	0
84648	0
353144	0
353143	0
353142	0
353141	0
353140	0
26239	0
353139	0
199834	0
100129271	0
448834	0
353137	0
353135	0
353134	0
353133	0
353132	0
353131	0
448835	0
4184	0
3713	0
163778	0
6698	0
6707	0
6699	0
6703	32
6700	24
6701	0
6704	0
6705	0
6702	0
6706	10
149018	0
4014	70
114771	0
57115	0
6280	8
6283	8
6279	12
338324	0
645922	0
6278	0
100505623	4
6277	356
6276	0
6275	10
6274	0
6273	0
140576	578
57402	0
6284	232
6271	24
26097	14930
23557	3118
3608	36072
4881	138
65123	21904
11000	3986
343052	44
57459	39172
9909	13518
200186	6458
27173	4814
148327	3262
10899	8256
5872	1972
6232	73937
91181	208
7170	35232
100126346	0
388701	16
25912	16342
9898	36232
10456	5494
89872	0
57198	12014
3570	262
126669	458
126668	62
55585	12500
1141	13746
103	52522
3782	2330
10654	5800
57326	3412
90780	6698
6464	2944
1163	1370
100423020	2
80308	5576
55891	22
51043	240
127579	158
149095	64
100505666	108
8751	6560
1945	124
1944	4332
1942	666
55974	1280
54344	662
200185	3232
80128	16036
4582	210
693235	4
7059	3564
100129268	236
4580	1616
2630	2004
2629	2332
10712	5478
10067	7604
1196	8834
57657	16692
5313	32
2224	12462
284618	522
23623	31684
55870	36844
693140	6
645682	22
645676	614
55154	1632
55249	15532
7818	9514
100505728	232
100129405	1492
54856	12692
23208	78495
6016	4982
22889	14946
677823	16
677771	22
339403	24
9181	40054
6746	21960
56893	11994
28956	2628
57111	108
92312	76660
4000	6430
64218	5518
9673	8914
11243	5464
632	584
79957	2500
23381	20280
84283	732
112770	1132
391104	40
7203	40828
100505747	762
128229	162
57127	22
10485	28176
100505765	11398
407046	10
4209	14552
128239	4408
164118	10
128240	3758
54865	4904
60484	1008
63827	11252
10763	22108
1382	590
81875	5892
51093	3190
79590	3358
3068	30352
5546	15242
9047	148
4914	56
3645	150
375033	538
149499	118
9826	22856
768220	10
440695	2
2117	2194
360155	20
83416	0
83417	0
115352	6
79368	0
115350	0
922	24
55243	6268
100505785	4
646268	0
912	158
100505799	20
909	0
911	4
910	0
913	0
128360	0
391107	0
391109	0
343406	0
391112	0
128366	0
128367	0
128368	0
6708	98
81448	0
391114	0
128371	0
128372	0
81442	0
4332	190
646377	0
149628	0
3428	1982
9447	520
57863	36192
100131825	700
2532	866
2205	0
441911	0
26476	0
127385	0
325	0
1401	6
54935	760
343413	8
56833	434
284677	1036
391123	12
25790	28
8407	7302
57549	12488
89886	0
100505633	12
93183	3922
3766	2820
3765	5254
93185	19964
477	25066
480	146
844	386
8682	83692
50717	17090
100505686	7144
100287049	2
100505665	366
5824	6442
1314	42168
474338	736
23385	9032
4807	6046
57216	46168
114836	4
8832	394
6504	0
962	0
57823	0
4063	0
51744	0
55600	0
142683	2
50848	5498
100131187	3010
7391	17646
257106	238
81607	12
126823	222
5202	10012
4817	3690
9191	5552
51506	9202
27005	8904
5498	4380
8703	8972
9507	210
4720	16534
2207	132
336	0
84134	4566
9970	396
654790	230
4359	526
6391	6184
257177	1660
100505703	72
2212	132
3310	16
2214	654
9103	4
3311	16
2215	4
2213	0
641311	0
84824	0
127943	218
11266	4936
22926	4374
25903	426
9722	6148
693141	2
284680	816
400793	5358
117157	0
127933	9960
6675	4934
4921	608
51478	1972
339512	2
100287509	0
5999	74
8490	2194
100505773	100
83540	2034
5087	111466
100505795	24
4009	0
100505805	0
6258	108
400794	0
440699	0
4259	9918
100505828	342
223	7278
54499	9716
100147773	232
7371	4844
149297	972
100126349	0
116123	0
57645	27212
117143	6008
100505860	506
387597	710
84944	86
10223	0
92235	38
5451	1544
919	262
8804	5026
92241	624
100128751	0
9019	23944
55811	160
25874	6668
55827	11562
100313835	0
100329108	180
23432	14186
261726	14852
375035	1036
84832	1656
100505900	1806
9095	172
693142	0
100505918	0
6846	0
6375	0
1805	10
79100	4
481	33146
29922	2650
8548	2400
57821	1224
10560	3710
2153	50
6403	4
6402	32
6401	16
92342	742
55732	1784
57147	2948
22920	32624
149281	12
100422839	0
100423010	0
284688	0
92344	1772
5396	292
100127910	4
80133	0
646804	0
2328	0
100302178	0
388714	2
2327	4
2326	88
2329	52
7151	342
23215	40862
4653	14
8674	5498
51603	6506
26052	43486
406996	2
100422882	0
406977	4
100505991	288
92346	4
5279	2850
51430	14170
356	0
8995	10
7292	160
100506023	156
646870	0
9588	5118
284525	252
339416	3576
27252	5790
91687	1460
55157	2960
100506046	374
60674	38306
26769	94
26802	290
26774	498
26770	232
692198	70
26806	120
692197	66
692196	142
692195	12
619498	40
84614	1410
462	152
149041	12942
9910	2692
9293	232
100506087	9516
27101	12904
100506117	1666
63931	2752
63923	44
9674	124
7143	5510
64326	8780
677679	6
60676	8584
460	33858
574441	0
57795	1538
100506128	12
89866	376
730102	364
100302401	168
9462	19132
400797	0
84066	0
400798	1032
55103	8836
9068	258
9917	19868
64222	3304
27	19646
6646	4472
126859	22
7827	0
163589	44
100506206	0
148753	8
100506230	582
163590	5888
26092	6082
9857	21854
5768	7724
100506242	72
200058	1224
89884	1458
84320	7050
100423032	0
9213	124910
57710	2110
10228	26538
3140	56
51278	12450
777	45382
127665	20
2752	29266
127670	144
388719	16
353299	4
6041	548
6004	430
284648	4
85397	82
80896	276
1660	67004
81626	0
3915	10762
3918	182
23057	54838
100506298	164
9887	26430
4688	76
10092	18434
100292409	100
23179	17822
403314	16
23127	1136
116461	2674
81563	21820
80267	14228
100506336	0
116496	224
6045	12812
81627	3024
54823	3906
10625	70544
100288079	6
83872	472
10216	114
7175	29552
54953	4122
10896	166
5132	180
5743	70
5321	94
339479	2194
440704	0
100506420	2
64407	82
431704	34
5996	878
6003	0
5997	1734
100506438	406
51377	4254
6738	6972
51022	754
79577	9380
100302163	0
8707	15388
343450	6672
3075	820
10878	0
3078	12
10877	10
3080	0
81494	0
2165	0
259266	8300
360023	17722
23418	3212
163486	702
388722	80
56956	82
140609	1820
127124	12
5788	296
406955	2
406995	6
2494	34
339521	0
100506512	0
23528	9810
9928	2332
83479	3648
23271	45374
2848	36
55765	416
647215	12
23046	180586
100506546	444
779	52
647219	102
252839	11456
91156	8
5317	2
7139	12
3898	0
100506573	0
7135	10
23612	1196
1465	1446
100506590	0
376693	22
89796	62880
100302158	0
55705	35714
149345	2662
25802	266
10440	7250
6051	4926
100506636	162
100289488	72
1999	60
9283	66
127829	24638
5778	14
148713	22
59352	84
29089	2994
4660	20970
100128726	50
127833	1464
10765	52814
100506696	478
641515	8
148709	88
5877	3622
59349	8442
51094	7642
51706	3192
100506747	2
92703	8832
100507405	2174
8497	9458
4656	0
134	7624
4608	38
1116	48
1118	100
100506775	22
730227	48
7832	3040
2331	92
5549	624
26254	0
493	21840
677843	42
54900	8
9877	35152
100381270	3566
6635	6412
284573	0
9580	484
55224	2796
5972	0
3814	2
127845	8
22874	11184
100506823	6
100506838	0
127841	2
84919	14322
5287	25496
4194	24857
10446	5684
100506855	128
23114	54836
6900	34526
388730	1194
5929	8826
25778	8788
9911	18474
100506871	6
81788	852
55220	3706
284576	96
93273	576
100506918	1140
442891	60
284577	874
5129	562
284578	166
148808	850
100506969	6686
2005	2068
85414	1662
64710	100082
8934	1612
254428	6096
100131354	188
148811	40
115019	4
100505630	570
729533	92
553	16
440712	0
100505650	22
1510	0
23380	54582
9641	160
574431	22
83593	204
1939	2532
8444	1440
9261	5210
3586	0
29949	0
50604	4
11009	0
9214	66
5284	1
83953	0
79098	16
55432	4790
5208	3204
725	4
722	12
100129101	2
1604	390
1380	0
1378	42
1379	48
4179	16510
407026	24
407025	2
148696	0
947	1602
5362	136782
100506899	0
642587	0
406988	0
57172	394
3914	136
100422894	0
50486	64
3290	0
80342	66
148304	230
3664	10
27042	8056
255928	4524
574036	22
56256	438
55733	276
100505631	0
3756	436
55758	12886
7188	2280
84791	60
343035	0
7779	1384
4751	1658
9926	26184
25896	8676
51514	3200
100131205	52
100422947	4
5525	4418
692157	18
55248	8894
29937	1040
467	124
149647	0
55509	128
25936	7262
128387	2998
149643	8
642946	26
28982	4196
79805	21578
90806	9470
26750	8156
100505832	26
5629	568
56950	5304
5784	958
1063	21848
648359	36
3776	13440
51133	14814
7399	64
2104	1612
55105	2048
128153	88
51018	5910
7042	5750
127018	1588
55532	1984
728528	4
2058	28010
10380	3300
55699	12610
406997	12
406969	2
25782	14032
100302234	0
677818	0
6791	374
4139	33370
79762	22412
54996	1224
64757	1590
3142	114
400804	0
11221	760
728417	94
79802	72
9015	2164
100506161	136
375056	17628
64853	3410
148362	3510
400823	4
84976	2624
7100	146
55061	998
164127	0
388743	0
824	11364
7159	13932
100506213	6
441124	464
100288102	146
100287497	198
23219	9846
8560	6534
4931	7442
100313769	26
29097	2126
80232	27662
100506354	238
149111	2724
127602	396
3930	17132
55740	42276
6726	22674
2052	1944
9725	918
10637	134
29920	4284
7044	8
163859	4594
3020	40732
100506398	2
64746	10628
83881	28
286826	2490
142	43498
391169	88
375057	14186
3707	2242
100506443	0
5664	2262
100506460	766
56997	4914
8476	29456
100130466	2
339500	6646
100130093	816
65094	950
116841	8258
339501	0
7483	360
728728	60
89780	0
100506571	8
375	43810
79169	4232
100506628	356
128308	2096
2987	13548
57165	344
100506642	44
200205	3788
84033	33078
81559	3638
51127	342
8290	0
92815	3122
128312	107
149603	26410
100129094	12
100169751	0
100169753	0
100169754	0
100169755	0
100169756	0
100169757	0
100169758	0
100169759	0
100169760	4
100169761	0
100169762	0
100169763	0
100169764	0
100169765	0
100169766	0
100169767	0
574029	2500
100169768	0
58480	7540
5867	5520
10638	474
126731	54056
58	130
55746	12920
23456	4090
27097	7332
9816	3846
2590	17352
79605	11446
22796	2928
183	46
10753	74
84886	15038
79573	5888
64801	2256
375061	220
100302132	0
440730	48446
149373	20
128061	1870
8443	11848
149371	6756
83932	2084
54583	18678
645339	0
100303453	0
7257	4422
100287814	0
27185	14
27184	0
57568	19946
54627	1520
84284	2126
80003	11460
84451	1738
3775	804
148641	326
100506778	528
388753	1166
6894	11450
100506795	76
359948	34054
100302691	0
100506810	4
100130249	0
9804	59952
677802	18
23029	5608
51742	19394
9453	5925
6905	3916
148789	3842
2786	23948
1130	10864
100302139	0
4811	5880
7107	4326
56605	8092
128178	1190
3964	13984
100287902	26
55127	27420
88	54908
100506876	54
4548	14867
6262	24910
100130331	2
57829	0
339535	44
100505872	170
1131	722
100506915	0
56776	12706
64388	1808
100506929	10
6000	4796
100422856	0
2271	6552
8564	58
23596	1012
1122	17772
128025	4
9156	1456
440738	10
200150	160
731275	76
9859	93210
10806	9730
10000	84080
100506975	104
339529	162
10472	290848
440742	70
200159	12
159	11812
257044	50
51029	8218
116228	2704
284702	10644
3192	151790
84288	1730
55083	22354
64754	2324
100507030	8
64216	1568
163882	7694
51097	6930
100130097	308
149134	234
25909	10150
100507048	130
57116	1166
93474	2636
79862	3762
388759	280
7678	2087
317705	10
84838	7904
114548	116
127623	0
441932	0
148824	20
81472	4
148823	62
100507070	36
81470	0
81469	0
441933	0
343169	20
26188	0
284532	4
391189	2
25893	1894
