Geneid	HISAT2 on data 3: aligned reads (BAM)
677774	8
9473	226
6118	4684
27293	8
55113	1526
2140	3198
653566	1100
5724	354
22826	13870
93974	7926
83667	1156
54797	1288
65979	15897
8420	2350
1104	5674
6080	36
26768	24
54952	3844
85028	2420
692212	114
677838	306
677825	202
692073	238
115273	176
6883	2050
26824	38
10691	5308
51441	16386
4985	18
2035	18696
399474	112
6429	28568
51102	1968
10076	9666
100288450	0
4146	96
100129196	12
7805	974
9672	51102
9698	32254
692234	14
692235	8
692200	4
28997	70
79570	25732
9410	4572
51538	5974
2170	1606
347735	6994
149086	0
284551	0
64129	162
3061	214
553115	2460
1307	5160
576	55216
100423028	18
90853	18
8073	22364
100507229	182
10657	55466
55116	4208
23633	17269
200081	15082
79140	3180
55721	1580
149069	376
100507457	280
56063	1484
8668	11177
339483	2788
84734	584
3932	4
3065	8248
65108	156016
100128071	208
81629	1186
55108	18530
728116	1362
653121	10124
339487	1036
5928	45280
81493	60
57648	14486
8565	9964
64766	9524
252995	1894
3208	3714
113452	102
127544	6388
100505584	8
204	6838
113451	1284
55223	2258
149076	17132
1912	28312
7579	1264
114784	11174
127540	0
84970	232
693137	0
2709	8
127534	0
2707	10
2701	366
113444	2484
58512	1644
100506144	250
9204	5202
79830	5348
100506168	79734
6421	92758
9202	30188
79932	11184
23154	20308
339488	548
5690	7054
127703	12778
63967	4250
192670	18294
26523	19804
192669	3576
27285	3532
54936	4912
1296	118
27095	4206
55700	39070
9967	39192
79729	1904
55194	652
83931	11248
100506594	4
84967	1460
127700	1214
64960	1912
1441	246
2899	86224
100422898	0
728431	16
80149	48
64769	16906
79753	3178
7802	6782
29889	7922
284654	0
54955	3038
55143	3270
284656	1786
149175	6041
79693	2446
127687	1462
4520	5086
3633	2846
10946	11930
2275	1062
51118	4526
5453	780
64121	2672
26292	1120
100506806	6
81025	90
54933	186
79647	10590
4725	11444
23499	107310
100292290	14
643314	2726
353500	1474
728448	2836
8761	16192
100506950	30
677834	32
26508	618
84618	22
51440	5508
10450	4474
656	360
64064	4
100287437	0
54802	6204
4610	5400
84879	2052
10487	20468
5538	8610
6018	16776
127391	0
10269	6228
1298	7332
100286988	476
64744	6858
65243	5820
339559	1732
64789	2447
127396	1088
9783	12424
100130557	1920
4802	8154
407034	0
407031	0
9132	216
163732	106
1503	7634
100507178	152
200172	52
22955	7004
100132074	3480
1907	6
59269	4508
100507198	290
2981	0
2980	0
22887	20226
284716	3934
84217	42
79717	1982
100507214	156
728621	808
10465	2938
100507252	104
4904	138228
149461	28
64175	4088
79078	2102
100129924	58
100507268	2
374969	5606
114625	1870
51058	1362
6513	9738
440584	48
440585	10
10969	5282
149465	64
100506711	60
128218	26
149466	0
7075	1952
4352	58
991	3504
64834	1308
112950	3172
149469	378
23334	10232
81888	436
5792	36390
9682	20810
100132774	230
6487	5116
9048	212
9670	8962
1802	3110
533	6434
8704	10806
149473	1216
6536	1454
128209	16
100129492	30
55929	7140
79033	5826
55182	12782
79639	322
339541	1102
26830	2
11004	5646
6202	61150
26811	128
94161	126
94162	170
94163	154
266675	202
1263	3218
343521	16
149478	280
8643	4698
8891	4054
100507337	16
79654	11896
7389	3658
57643	12746
400752	110
84842	302
4595	4012
114034	1126
10420	190
126661	162
25974	1242
5052	16882
10327	11396
4678	60578
149483	192
60313	10716
728963	134
51249	3408
3652	3022
23139	41558
8503	25748
100133124	14
10103	120
100507408	0
55624	12504
541468	110
8438	2562
10489	10680
7388	11596
387338	2700
2166	3126
729041	20
127343	0
100507423	122
148930	8
8569	2534
148932	664
64756	7492
374973	0
9813	7442
100129898	0
1580	0
163720	4
1579	52
260293	1930
199974	26
284541	2
10158	0
6886	484
6491	3684
51727	13738
2301	6
84793	60
2306	90
388630	160
100507479	0
391037	30
200010	20
54558	1210
84871	288
79656	3798
1996	20016
63950	4012
11124	6872
1031	2552
284546	0
26994	18418
22996	42
2060	18036
114883	9514
4898	28066
100313892	0
5865	2986
51060	4062
112970	938
91408	13126
9372	12102
200014	7092
4998	1700
84950	11542
23318	22538
2882	1312
348378	4
65260	4440
79699	24110
440590	18
55268	896
6342	7802
127435	176
6512	14
1376	1438
54987	4422
4116	3008
100507564	3810
7804	28700
163742	0
63948	6
148979	12
55706	5960
54432	2892
1733	18
51668	2222
115353	4136
388633	0
9528	12592
127428	2376
200008	16
606495	866
51253	5150
23648	25674
619518	158
26027	48
338094	14
374977	314
7268	3128
25973	428
55001	28
163747	12
1718	28258
199964	2
7809	0
255738	2148
23358	31202
100507634	108
100507652	0
8613	13794
5563	7274
199920	46
731	0
732	4
1600	23386
115209	484
4070	0
114803	3176
3725	38688
100131060	22
729467	0
55277	288
51361	2464
1573	172
127795	8
4774	74318
83941	2130
10207	4886
100422902	0
100422946	0
54596	108
163782	214
7398	18644
85440	24988
27329	72
100507664	24
84938	1408
27022	0
29929	2524
23421	1534
84455	5814
79469	732
5236	2524
4919	644
148581	0
57685	9214
55225	5828
3716	12504
406893	0
205	1612
9829	21058
100505510	58
3953	802
54741	6256
5142	13820
84251	10444
100422871	10
200132	14
10022	8
79819	366
57708	7246
23169	7132
400757	2
149233	0
3595	38
26135	48934
1647	3054
55970	4376
100289178	180
9077	1266
79971	10126
100302279	2
6121	10
55635	2680
57554	16772
5301	10
55631	9500
9295	57490
81573	11328
11147	276
1491	1022
5733	82
100132618	576
9406	25606
406962	160
257194	3766
127255	40
8790	1562
51086	384
127254	1648
1429	1630
127253	1252
431707	4
204962	10180
34	8896
5876	4592
692085	28
26805	60
26804	106
4438	120
127247	4
100505563	0
256435	5532
81849	1204
256483	68
10026	3164
26289	1020
26009	9392
23032	26979
374986	3434
653631	1328
374987	42
91624	186
8880	45670
11080	2674
54810	34
149047	0
5737	908
10964	1078
10561	3326
64123	580
23266	24204
79739	14124
5567	57718
148418	166
391051	8
58511	8
80135	2854
2787	3210
100505741	36
1486	508
439927	4
117178	14574
23566	16
255231	0
55283	0
126820	0
84144	58
148423	4902
8915	2524
646626	28
23576	17042
3491	7984
54680	4598
255631	84
57489	8424
9635	0
1179	0
22802	0
9629	8
51100	23040
9403	6842
9653	10580
339524	608
8543	29822
100505768	8
5586	14806
2959	3672
56267	3580
494115	6560
2635	54
2633	14
2634	50
388646	26
115361	94
115362	4
163351	20
400759	0
23507	6250
400761	58
84230	1880
55144	6354
492303	110
284695	15352
343472	38
100505821	30
100505809	68
100505840	0
84146	19974
100505857	412
164045	1986
8317	9798
343477	126
7049	554
676	32
253152	164
284697	362
23285	5730
388649	44
11146	2230
79871	2542
2672	8
7813	3806
6125	98136
6083	98
26782	132
388650	2292
22823	16066
50999	7046
343099	1678
100131564	1678
1810	12458
54874	120564
8412	1530
100129046	16
100126348	28
30836	9132
2730	1330
100505924	0
24	88
9411	3166
100505940	0
5825	12762
2152	3274
126969	46
1266	28938
729970	526
199857	396
148534	678
25950	1140
440594	0
58155	28410
1806	606
400765	1888
406928	34
51375	6810
163404	11178
100129620	332
9890	26746
54873	6618
391059	98
178	9956
730081	36
23443	2218
64645	8278
163786	2504
54482	6562
127495	588
1629	6080
100506007	249
8634	5834
693138	12
8556	1120
54112	160
7412	3128
2135	5782
148867	5640
51611	3246
100506051	680
100506029	1052
1901	5326
118427	3694
94236	0
1301	19078
55599	7352
280	3520
648740	492
279	18
276	2
277	31
278	10
100129138	24
55170	2036
22854	1370
10451	234
29957	3418
148545	0
100507044	0
400768	0
653149	0
284611	6582
113802	1986
55119	19810
163479	0
6814	4090
254268	136
642864	14
29899	4722
23155	8198
22911	52212
6884	1852
56900	8712
677766	22
127003	244
57535	7564
6301	19886
1952	56878
84722	3968
343263	88
6272	18876
5686	4654
284612	8
127002	3780
284613	4332
57463	2314
83873	100
2773	18832
406974	6
2780	50
271	12136
2948	914
2946	7620
2944	3516
100506210	676
2949	1414
2947	6640
79574	0
1435	408
10768	18422
85369	19184
257	990
164153	52
388662	6622
100130800	8
3749	1786
100506257	264
64783	2640
9122	846
10542	4156
84432	4
643160	0
3744	0
3737	392
3738	880
963	196
100506293	44
55791	2462
128338	3138
10390	3900
79961	22
1117	0
149620	0
27159	0
128344	22
441897	0
5016	486
79084	5336
515	10574
128346	178
140	136
100129269	56
5906	4516
55924	1728
100506343	772
11218	5360
3752	1100
643355	96
55917	19660
100422976	6
7482	1104
54879	3568
829	12166
4343	3508
389	1870
333926	140
284467	8
128322	0
6566	8492
246182	222
100506392	984
9860	4740
260425	12372
10745	4988
54665	14218
26191	44
100287722	624
440603	480
10717	6516
64858	4162
204851	17546
56944	1762
148281	12378
51592	31196
10286	4952
163259	918
270	0
4893	14402
7812	109384
80143	8284
6847	8
7252	22
10100	5198
4803	92
100506434	12
81839	1254
845	8
4808	3158
55356	1446
126868	24
476	35112
84852	240
100506459	68
965	478
3321	98262
100302117	0
914	28
5738	19488
9398	1130
8458	2718
100126331	2
80263	4114
100506478	62
79679	96
10905	8288
54855	418
54834	3736
10885	8148
200162	328
6913	328
10352	1258
51179	0
3284	4
3283	0
441900	4
128102	40
644242	164
90874	10064
26227	6076
3158	0
83998	0
343505	4
11085	0
4853	26092
100506528	226
100132913	16
653820	336
100132314	32
337875	184
2210	22
647121	122
100423008	0
375010	3
100422949	4
100132733	15
100422844	0
100130000	4
100286793	96
100287981	136
644591	8
728833	182
647135	2580
728841	112
728855	0
730256	2
653505	0
728875	50
767846	208
400818	4488
653513	318
9659	51284
100505971	606
9554	6300
440672	872
388677	1454
100132406	3272
100505987	122
148738	4
10628	19056
84265	3274
284615	1940
128077	3926
9939	11262
114814	10793
8799	3872
8515	516
148741	722
10401	4894
200035	918
10623	4224
27246	3684
11126	432
5174	91
653519	469
728932	27
728939	1
26864	0
200030	1255
100506011	0
100506032	660
100505723	0
100505752	55
149013	1481
100505770	336
728989	284
5565	14746
100505794	788
171423	1560
2330	134
9557	4220
100289211	0
607	34188
51205	926
2702	300
2703	0
51463	254
100312957	0
728912	26
100505824	0
284561	12
100132057	0
100505885	16
388685	6
100132999	20
164022	2
25832	5009
729086	436
645142	0
100288142	1434
284565	2862
730262	0
728936	491
728945	0
642691	0
645166	388
26863	6
388692	246
645262	8
100132417	10
100507552	66
653598	2
642441	4
100288037	6
644634	16
440689	346
2209	56
653604	18
8370	23
126961	6
8337	35
100132909	3288
337873	106
723790	25
333932	9
554313	17
8349	9350
8338	42
317772	10
51027	882
100507640	0
9900	36724
10262	5468
10903	1782
56957	2844
11311	11508
51177	15284
81611	17522
23632	622
51107	15094
79630	210
148523	1536
54460	8538
9129	12838
23248	22438
80222	3978
1893	936
54507	274
100422997	6
4170	43302
2029	19862
55204	2136
84072	4
1520	192
1513	636
100289153	2
405	9016
9869	16598
29956	8334
8416	1746
55793	4336
58497	4896
149428	144
54964	916
56882	15812
10962	75776
126626	1374
10500	23162
79626	88
388695	3770
79005	3792
29765	180
6944	9476
8394	10894
5710	13088
100507670	248
57592	5822
5298	12370
5993	7420
100505481	204
8991	1492
100505497	26
5692	5960
23126	56360
100505516	134
57530	1202
7286	2602
693139	0
81609	23464
11189	73386
284485	50
65005	4012
51686	344
11022	4564
339398	0
6097	36
100191040	12
100132111	24
284486	26
100505537	62
117145	694
6281	614
6282	396
100131107	0
126637	0
7062	286
126638	0
388697	68
2312	340
339400	168
388698	4
49860	0
254910	4
54544	0
353145	0
84648	0
353144	0
353143	0
353142	0
353141	0
353140	0
26239	0
353139	0
199834	0
100129271	0
448834	0
353137	0
353135	0
353134	0
353133	0
353132	0
353131	0
448835	0
4184	0
3713	0
163778	0
6698	0
6707	0
6699	0
6703	56
6700	30
6701	0
6704	0
6705	0
6702	0
6706	6
149018	0
4014	6
114771	0
57115	0
6280	6
6283	0
6279	8
338324	0
645922	0
6278	0
100505623	10
6277	534
6276	0
6275	18
6274	0
6273	4
140576	918
57402	0
6284	586
6271	50
26097	12362
23557	2154
3608	32498
4881	182
65123	22884
11000	2038
343052	22
57459	34806
9909	11872
200186	6362
27173	4452
148327	1990
10899	6458
5872	2698
6232	56448
91181	76
7170	24872
100126346	0
388701	6
25912	10638
9898	35622
10456	3204
89872	4
57198	12004
3570	172
126669	468
126668	48
55585	12692
1141	11610
103	50160
3782	2088
10654	4040
57326	5218
90780	6734
6464	2594
1163	1142
100423020	10
80308	5398
55891	6
51043	322
127579	96
149095	46
100505666	112
8751	5860
1945	164
1944	4692
1942	642
55974	1312
54344	434
200185	2748
80128	11438
4582	258
693235	10
7059	5212
100129268	378
4580	1326
2630	1934
2629	1808
10712	5034
10067	6782
1196	9092
57657	14482
5313	10
2224	13114
284618	462
23623	27102
55870	30862
693140	0
645682	14
645676	698
55154	1450
55249	13526
7818	8998
100505728	188
100129405	1574
54856	14240
23208	73346
6016	6372
22889	14884
677823	18
677771	18
339403	2
9181	36638
6746	14708
56893	18854
28956	2012
57111	82
92312	78666
4000	8120
64218	3070
9673	7194
11243	4042
632	484
79957	2090
23381	19518
84283	720
112770	902
391104	8
7203	32250
100505747	564
128229	144
57127	38
10485	33822
100505765	16492
407046	20
4209	11822
128239	6796
164118	14
128240	2204
54865	4408
60484	720
63827	14256
10763	60648
1382	780
81875	4642
51093	2428
79590	2150
3068	33938
5546	12088
9047	124
4914	32
3645	82
375033	842
149499	62
9826	25996
768220	6
440695	8
2117	1940
360155	14
83416	0
83417	0
115352	178
79368	0
115350	0
922	8
55243	5358
100505785	2
646268	0
912	98
100505799	0
909	0
911	2
910	0
913	0
128360	0
391107	0
391109	0
343406	0
391112	0
128366	0
128367	0
128368	0
6708	328
81448	0
391114	0
128371	0
128372	0
81442	0
4332	140
646377	0
149628	2
3428	1332
9447	840
57863	28174
100131825	978
2532	1216
2205	10
441911	0
26476	0
127385	0
325	0
1401	0
54935	408
343413	6
56833	842
284677	1138
391123	54
25790	38
8407	6046
57549	18736
89886	4
100505633	28
93183	3434
3766	8704
3765	5016
93185	20434
477	36432
480	170
844	562
8682	94960
50717	17668
100505686	7632
100287049	0
100505665	294
5824	6906
1314	39394
474338	564
23385	9008
4807	12998
57216	66914
114836	0
8832	318
6504	0
962	6
57823	4
4063	0
51744	4
55600	4
142683	0
50848	3358
100131187	1254
7391	17578
257106	250
81607	8
126823	374
5202	8096
4817	3764
9191	5094
51506	6522
27005	8916
5498	4388
8703	7372
9507	360
4720	18054
2207	120
336	4
84134	4126
9970	314
654790	88
4359	538
6391	4282
257177	1424
100505703	100
2212	122
3310	50
2214	188
9103	0
3311	4
2215	12
2213	8
641311	0
84824	0
127943	84
11266	4838
22926	3132
25903	284
9722	2930
693141	2
284680	340
400793	4384
117157	2
127933	8100
6675	3814
4921	620
51478	2256
339512	0
100287509	0
5999	56
8490	3270
100505773	80
83540	3678
5087	119894
100505795	12
4009	8
100505805	0
6258	30
400794	8
440699	0
4259	6120
100505828	474
223	6984
54499	6946
100147773	202
7371	3914
149297	330
100126349	0
116123	0
57645	27002
117143	5688
100505860	554
387597	692
84944	68
10223	10
92235	88
5451	996
919	106
8804	4136
92241	774
100128751	6
9019	20288
55811	130
25874	3072
55827	8282
100313835	0
100329108	286
23432	12960
261726	11378
375035	992
84832	1562
100505900	2016
9095	494
693142	0
100505918	0
6846	0
6375	0
1805	16
79100	0
481	13938
29922	2840
8548	1748
57821	1630
10560	3888
2153	28
6403	42
6402	32
6401	72
92342	796
55732	2030
57147	2498
22920	37394
149281	14
100422839	0
100423010	0
284688	10
92344	1940
5396	484
100127910	0
80133	0
646804	0
2328	2
100302178	0
388714	2
2327	10
2326	204
2329	92
7151	296
23215	37762
4653	4
8674	5650
51603	5424
26052	31126
406996	0
100422882	0
406977	8
100505991	354
92346	2
5279	2074
51430	16840
356	0
8995	4
7292	110
100506023	96
646870	0
9588	4676
284525	428
339416	4570
27252	5988
91687	1284
55157	2896
100506046	392
60674	19662
26769	116
26802	358
26774	614
26770	212
692198	70
26806	122
692197	110
692196	196
692195	16
619498	36
84614	466
462	86
149041	9600
9910	2106
9293	16
100506087	7801
27101	10088
100506117	1562
63931	2384
63923	72
9674	160
7143	4202
64326	9034
677679	4
60676	4492
460	29856
574441	0
57795	9210
100506128	68
89866	636
730102	268
100302401	282
9462	25982
400797	2
84066	0
400798	1554
55103	9236
9068	658
9917	19052
64222	2820
27	14720
6646	4274
126859	44
7827	2
163589	90
100506206	0
148753	76
100506230	734
163590	5532
26092	5000
9857	17330
5768	6002
100506242	28
200058	1008
89884	1202
84320	9586
100423032	4
9213	172246
57710	1448
10228	18234
3140	48
51278	10250
777	49426
127665	24
2752	24746
127670	20
388719	0
353299	0
6041	202
6004	1410
284648	0
85397	104
80896	276
1660	62928
81626	10
3915	10962
3918	634
23057	46720
100506298	290
9887	25824
4688	70
10092	11978
100292409	64
23179	12698
403314	12
23127	1456
116461	3294
81563	16826
80267	12030
100506336	0
116496	400
6045	7526
81627	2902
54823	4520
10625	69838
100288079	16
83872	510
10216	118
7175	36272
54953	4618
10896	152
5132	138
5743	540
5321	78
339479	2044
440704	0
100506420	0
64407	68
431704	34
5996	496
6003	0
5997	2972
100506438	470
51377	4474
6738	4912
51022	380
79577	8162
100302163	0
8707	14096
343450	4624
3075	2514
10878	0
3078	4
10877	6
3080	0
81494	4
2165	0
259266	13526
360023	12130
23418	4586
163486	636
388722	48
56956	712
140609	2222
127124	6
5788	244
406955	0
406995	0
2494	60
339521	4
100506512	4
23528	8436
9928	3864
83479	3300
23271	47042
2848	10
55765	378
647215	2
23046	169692
100506546	634
779	28
647219	90
252839	9956
91156	16
5317	34
7139	32
3898	0
100506573	0
7135	0
23612	644
1465	2524
100506590	0
376693	38
89796	55575
100302158	0
55705	35810
149345	1306
25802	188
10440	6106
6051	5266
100506636	248
100289488	114
1999	32
9283	62
127829	18242
5778	30
148713	32
59352	0
29089	3730
4660	16818
100128726	50
127833	1970
10765	54524
100506696	542
641515	18
148709	116
5877	2480
59349	7486
51094	6818
51706	3284
100506747	0
92703	5710
100507405	2134
8497	11714
4656	0
134	2008
4608	12
1116	14
1118	34
100506775	10
730227	6
7832	3714
2331	84
5549	514
26254	2
493	13280
677843	28
54900	4
9877	38300
100381270	3368
6635	6772
284573	0
9580	618
55224	2000
5972	0
3814	0
127845	8
22874	5512
100506823	4
100506838	0
127841	0
84919	12392
5287	21983
4194	25473
10446	4176
100506855	80
23114	37074
6900	23412
388730	1154
5929	5842
25778	6918
9911	13160
100506871	8
81788	1112
55220	9814
284576	232
93273	880
100506918	1878
442891	36
284577	1650
5129	1710
284578	12
148808	446
100506969	4878
2005	1168
85414	966
64710	85008
8934	906
254428	6868
100131354	186
148811	26
115019	4
100505630	348
729533	186
553	20
440712	4
100505650	16
1510	4
23380	38288
9641	210
574431	12
83593	220
1939	3042
8444	1356
9261	5142
3586	0
29949	0
50604	0
11009	0
9214	10
5284	0
83953	0
79098	4
55432	4886
5208	2062
725	2
722	20
100129101	8
1604	382
1380	4
1378	28
1379	44
4179	24034
407026	22
407025	0
148696	12
947	2038
5362	87248
100506899	0
642587	0
406988	0
57172	1016
3914	146
100422894	0
50486	128
3290	0
80342	54
148304	196
3664	4
27042	5466
255928	2860
574036	56
56256	750
55733	512
100505631	0
3756	716
55758	13672
7188	1630
84791	108
343035	0
7779	818
4751	2416
9926	23248
25896	6986
51514	4772
100131205	23
100422947	20
5525	4764
692157	40
55248	4594
29937	1102
467	252
149647	0
55509	76
25936	6156
128387	2956
149643	26
642946	124
28982	4622
79805	21878
90806	7756
26750	7616
100505832	8
5629	176
56950	3118
5784	944
1063	28064
648359	10
3776	4842
51133	15568
7399	22
2104	500
55105	1828
128153	156
51018	4508
7042	5094
127018	1418
55532	1002
728528	8
2058	29790
10380	3652
55699	11282
406997	8
406969	8
25782	14182
100302234	0
677818	0
6791	336
4139	22320
79762	3222
54996	772
64757	1802
3142	80
400804	0
11221	952
728417	42
79802	74
9015	2234
100506161	170
375056	14648
64853	2572
148362	3328
400823	0
84976	2214
7100	202
55061	3408
164127	4
388743	18
824	12620
7159	19460
100506213	0
441124	708
100288102	200
100287497	230
23219	7072
8560	4966
4931	7156
100313769	44
29097	1602
80232	30384
100506354	150
149111	6516
127602	1066
3930	21348
55740	47492
6726	22230
2052	1010
9725	1098
10637	94
29920	4306
7044	14
163859	4296
3020	36470
100506398	0
64746	9120
83881	0
286826	2904
142	50106
391169	42
375057	15122
3707	3114
100506443	0
5664	1134
100506460	536
56997	4464
8476	23152
100130466	0
339500	6056
100130093	550
65094	726
116841	5596
339501	0
7483	96
728728	24
89780	0
100506571	12
375	29328
79169	3806
100506628	352
128308	1584
2987	6896
57165	266
100506642	88
200205	2908
84033	26434
81559	2980
51127	382
8290	10
92815	2132
128312	91
149603	19692
100129094	8
100169751	0
100169753	0
100169754	0
100169755	0
100169756	0
100169757	0
100169758	0
100169759	0
100169760	0
100169761	0
100169762	0
100169763	0
100169764	0
100169765	0
100169766	0
100169767	0
574029	1320
100169768	0
58480	7636
5867	3124
10638	362
126731	42354
58	236
55746	17960
23456	4440
27097	5526
9816	3364
2590	18666
79605	6080
22796	2920
183	10
10753	76
84886	8550
79573	5256
64801	1780
375061	110
100302132	0
440730	17936
149373	0
128061	2144
8443	9796
149371	5102
83932	1950
54583	16821
645339	0
100303453	2
7257	3908
100287814	0
27185	6
27184	2
57568	15656
54627	1716
84284	2030
80003	9408
84451	746
3775	290
148641	126
100506778	404
388753	1036
6894	16448
100506795	30
359948	45042
100302691	4
100506810	36
100130249	4
9804	42786
677802	38
23029	6776
51742	19624
9453	6460
6905	3398
148789	5575
2786	35922
1130	8922
100302139	0
4811	7918
7107	2884
56605	3666
128178	230
3964	3440
100287902	8
55127	10440
88	1356
100506876	0
4548	13620
6262	2138
100130331	6
57829	0
339535	102
100505872	36
1131	180
100506915	0
56776	8888
64388	232
100506929	4
6000	5150
100422856	0
2271	5758
8564	88
23596	918
1122	20212
128025	6
9156	2108
440738	22
200150	110
731275	66
9859	96382
10806	11334
10000	94134
100506975	94
339529	122
10472	196002
440742	32
200159	4
159	9906
257044	118
51029	7580
116228	1552
284702	15630
3192	152852
84288	3194
55083	3740
64754	2186
100507030	8
64216	1010
163882	7814
51097	6224
100130097	552
149134	442
25909	11210
100507048	114
57116	904
93474	2558
79862	3920
388759	248
7678	1892
317705	16
84838	7806
114548	120
127623	0
441932	0
148824	4
81472	2
148823	8
100507070	6
81470	0
81469	0
441933	0
343169	0
26188	0
284532	0
391189	0
25893	1530
343171	92
343172	22
284521	102
